initial_residual_objective,initial_jax_objective,initial_numpy_objective,optimizer_objective,best_jax_objective,best_numpy_objective,success,status,message,nfev,njev,optimality,wall_seconds,reflectivity_weight,carbon_roughness,cap_roughness,top_lno_layer2_thickness,carbon_thickness,carbon_roughness_fraction,top_lno_total_thickness,top_lno_layer1_thickness,cap_roughness_fraction,sto_thickness_start,lno_thickness_start,sto_thickness_delta,lno_thickness_delta,thickness_transition_repeat,thickness_transition_width,sto_roughness_first,sto_roughness_last,lno_roughness_first,lno_roughness_last,substrate_roughness,reflectivity_angle_offset,rc_angle_offset,reflectivity_raw,reflectivity_weighted,C 1s_raw,C 1s_weighted,Ni 3p_raw,Ni 3p_weighted,La 4d_raw,La 4d_weighted
0.0038772383772873926,0.003877238364918043,0.003877238364917987,0.0032152704055744023,0.003215270395094514,0.003215270395094616,True,3,`xtol` termination condition is satisfied.,25,7,0.025407611090515664,27.390889400005108,0.050318699999999994,4.441225250527753,1.4286424940143385,44.81375195833341,7.214814721299761,0.5537132488815465,54.54380447245138,9.730052514117967,0.10716062350358463,13.795250940116283,18.46216835200399,0.2663750201114874,1.3205943284314696,0.9750603045262455,10.750416980303882,4.999796385609821,3.0402193364709733,3.785575965261593,3.388622125178086,3.057339816575821,0.29120725602031755,0.27507688813589276,0.03666487204133099,0.0018449286967861214,0.0011303806856753085,0.0005651903428376542,0.00022214465440971014,0.0006664339632291305,4.623913074723668e-05,0.00013871739224171004
