name,raw,weight,weighted
reflectivity,0.03666487204132869,0.050318699999999994,0.0018449286967860059
C 1s,0.001130380685675292,0.5,0.000565190342837646
Ni 3p,0.00022214465440971323,3.0,0.0006664339632291397
La 4d,4.62391307472409e-05,3.0,0.0001387173922417227
