dataset,angle_deg,calculation_angle_deg,experimental,fitted
Ni 3p,12.6,12.875076888135892,1.0060019763805579,0.9957305915723409
Ni 3p,12.64,12.915076888135893,1.01598592004482,0.9994609015417172
Ni 3p,12.68,12.955076888135892,1.0007535897575186,0.9990564204973531
Ni 3p,12.72,12.995076888135893,1.0055702522654273,0.9935838403639914
Ni 3p,12.76,13.035076888135892,0.9835223354217685,0.9860805758301499
Ni 3p,12.8,13.075076888135893,0.9903654238406944,0.982766197477008
Ni 3p,12.84,13.115076888135892,0.9937870630178264,0.9898807775194058
Ni 3p,12.88,13.155076888135893,1.0439608977736916,1.0098269340250032
Ni 3p,12.92,13.195076888135892,1.0836462242811031,1.039003004471754
Ni 3p,12.96,13.235076888135893,1.1261907591290932,1.0688041572113678
Ni 3p,13.0,13.275076888135892,1.133313763133631,1.089330171391727
Ni 3p,13.040000000000001,13.315076888135893,1.1316635368176975,1.0937741171941917
Ni 3p,13.08,13.355076888135892,1.1017166391182047,1.0812397748595939
Ni 3p,13.120000000000001,13.395076888135893,1.0614679220699916,1.0567414649695475
Ni 3p,13.16,13.435076888135892,1.0285865718199043,1.0286114609303898
Ni 3p,13.2,13.475076888135892,0.9921108713867677,1.0047251318127155
Ni 3p,13.24,13.515076888135892,0.9808654360907003,0.9894033771242645
Ni 3p,13.28,13.555076888135892,0.9799496143571785,0.98241392389928
Ni 3p,13.32,13.595076888135893,0.9761182298398933,0.9803385479644476
Ni 3p,13.36,13.635076888135892,0.9721530358874417,0.9792677766645056
Ni 3p,13.4,13.675076888135893,0.969056078537738,0.977114747562922
Ni 3p,13.44,13.715076888135892,0.9650422418691439,0.9742718578515783
Ni 3p,13.48,13.755076888135893,0.9703408843868394,0.9725469256015488
Ni 3p,13.52,13.795076888135892,0.960354196311352,0.9734083079889547
Ni 3p,13.56,13.835076888135893,0.9725443294259316,0.9768177083194314
Ni 3p,13.6,13.875076888135892,0.9765480361116954,0.9813168451416824
Ni 3p,13.64,13.915076888135893,0.9744632834988665,0.9851066592581408
Ni 3p,13.68,13.955076888135892,0.9954567550638886,0.9872444557680989
Ni 3p,13.72,13.995076888135893,0.9736634726870816,0.9881210323677032
Ni 3p,13.76,14.035076888135892,0.9712692625636142,0.9889689273095481
Ni 3p,13.8,14.075076888135893,0.9836262523145622,0.9908497231240381
Ni 3p,13.84,14.115076888135892,0.9879514980876071,0.9938831233846446
Ni 3p,13.879999999999999,14.155076888135891,0.9973795746012415,0.9972303784372155
Ni 3p,13.92,14.195076888135892,0.9974157700390516,0.9997651363738588
Ni 3p,13.96,14.235076888135893,1.0091585434999328,1.0008934460452283
Ni 3p,14.0,14.275076888135892,0.9999037382986586,1.0009318103977238
Ni 3p,14.04,14.315076888135891,0.9984094414973366,1.0008128707133985
Ni 3p,14.08,14.355076888135892,0.9978149830633134,1.0013795838701458
La 4d,11.72,11.995076888135893,0.998287457866485,0.9996056136823012
La 4d,11.76,12.035076888135892,0.9986463959891257,0.9998798994545204
La 4d,11.8,12.075076888135893,0.9990486797561627,1.0001340666758145
La 4d,11.84,12.115076888135892,1.0027604758812374,0.9993820658779565
La 4d,11.88,12.155076888135893,1.0001954325988913,0.9973780949790042
La 4d,11.92,12.195076888135892,1.0014580820054668,0.9948628669417591
La 4d,11.96,12.235076888135893,0.9989668067889468,0.9930516253557847
La 4d,12.0,12.275076888135892,0.9924806615525208,0.9927176393998598
La 4d,12.040000000000001,12.315076888135893,0.9928774930207179,0.9935615339936601
La 4d,12.08,12.355076888135892,0.9955354657148937,0.9943782772955755
La 4d,12.120000000000001,12.395076888135893,0.9939771219651656,0.9939485270036832
La 4d,12.16,12.435076888135892,0.9916936940490636,0.992012138318215
La 4d,12.200000000000001,12.475076888135893,0.991380060813466,0.9895663582399332
La 4d,12.24,12.515076888135892,0.990811360912176,0.9881958948890357
La 4d,12.280000000000001,12.555076888135893,0.9866040694377921,0.9888751472733275
La 4d,12.32,12.595076888135893,0.9910452045947675,0.9911348234675973
La 4d,12.360000000000001,12.635076888135893,0.9882814286668,0.9932835842849164
La 4d,12.4,12.675076888135893,0.9904457111251982,0.9936247856917594
La 4d,12.440000000000001,12.715076888135894,0.9913199840905964,0.9918289958224162
La 4d,12.48,12.755076888135893,0.9887572923981218,0.9893960950568557
La 4d,12.52,12.795076888135892,0.9907858607109389,0.9887053210786286
La 4d,12.56,12.835076888135893,0.9999983225881337,0.9911831862222488
La 4d,12.6,12.875076888135892,1.0046459009097768,0.9958857941297491
La 4d,12.64,12.915076888135893,1.0135174840992112,0.9996793052401327
La 4d,12.68,12.955076888135892,1.0125966508179194,0.9992068834265146
La 4d,12.72,12.995076888135893,1.0026071145151811,0.9935697028131614
La 4d,12.76,13.035076888135892,0.9923919827340577,0.985938564948456
La 4d,12.8,13.075076888135893,0.9889958556667815,0.9827023879451902
La 4d,12.84,13.115076888135892,0.9954562145379654,0.9902034136912965
La 4d,12.88,13.155076888135893,1.0186794866693358,1.0107979644011398
La 4d,12.92,13.195076888135892,1.0514815908675366,1.0406858954970857
La 4d,12.96,13.235076888135893,1.088205570957408,1.0709947167861285
La 4d,13.0,13.275076888135892,1.105927112837584,1.091612140690675
La 4d,13.040000000000001,13.315076888135893,1.1112298681925554,1.095673029440251
La 4d,13.08,13.355076888135892,1.096217924027178,1.082399395096467
La 4d,13.120000000000001,13.395076888135893,1.0707418604280694,1.057040985237525
La 4d,13.16,13.435076888135892,1.03835558434699,1.028175648440612
La 4d,13.2,13.475076888135892,1.0114156743837899,1.0038333107379274
La 4d,13.24,13.515076888135892,0.9977437912625514,0.9883504535605621
La 4d,13.28,13.555076888135892,0.9870645746424138,0.9813953681777666
La 4d,13.32,13.595076888135893,0.9861069835758733,0.9794116522606071
La 4d,13.36,13.635076888135892,0.9874590299697021,0.978394130393057
La 4d,13.4,13.675076888135893,0.9792277815746684,0.976242354996014
La 4d,13.44,13.715076888135892,0.9782245281568193,0.9733990017311575
La 4d,13.48,13.755076888135893,0.974533797074972,0.9717318139303966
La 4d,13.52,13.795076888135892,0.9741563841479901,0.9727296952719696
La 4d,13.56,13.835076888135893,0.9710340212663975,0.976322457473793
La 4d,13.6,13.875076888135892,0.9837929526093183,0.9809928674091858
La 4d,13.64,13.915076888135893,0.9836793185664381,0.9848969608430151
La 4d,13.68,13.955076888135892,0.986035303828119,0.9870882768072836
La 4d,13.72,13.995076888135893,0.9867645616321049,0.9879913130130868
La 4d,13.76,14.035076888135892,0.9837204131081805,0.9888812135265257
La 4d,13.8,14.075076888135893,0.9850725526451376,0.9908399150347315
La 4d,13.84,14.115076888135892,0.9888852195716281,0.9939732244762911
La 4d,13.879999999999999,14.155076888135891,0.9945759233075891,0.9974076264736114
La 4d,13.92,14.195076888135892,0.9998840109930396,0.9999879413340459
La 4d,13.96,14.235076888135893,1.0033242959415463,1.0011175544761755
La 4d,14.0,14.275076888135892,1.0019510301553234,1.0011365654327296
La 4d,14.04,14.315076888135891,1.0011962449926248,1.0010090692002895
La 4d,14.08,14.355076888135892,0.9986635204448816,1.001594864650558
