iteration,objective,gradient_norm,carbon_thickness,carbon_roughness_fraction,top_lno_total_thickness,top_lno_layer1_thickness,cap_roughness_fraction,sto_thickness_start,lno_thickness_start,sto_thickness_delta,lno_thickness_delta,thickness_transition_repeat,thickness_transition_width,sto_roughness_first,sto_roughness_last,lno_roughness_first,lno_roughness_last,substrate_roughness,reflectivity_angle_offset,rc_angle_offset
1,0.0038772383772873926,0.06892462887803338,7.021466428044291,0.31016741053714625,54.825335166615936,27.19113746883185,0.3255420065623381,13.827168128067562,18.49945,0.3671992468259986,1.419081532729952,2.682228268910886,19.140404787266874,4.9997,3.209027689285624,3.148068321310317,3.0928411885255533,1.4644496807608867,0.29711067043872647,0.25577760846739034
2,0.0038506651446446197,0.003825199412272455,7.208893870921429,0.573114298283794,54.325566454810385,11.44542364333091,0.13628869113991976,13.917955422880022,18.447859802402263,0.3380499693050291,1.4293053688613384,1.9609418265845415,18.57549709932862,4.999654484909559,3.1907699331602792,2.852091587575524,3.5599191060458466,2.9601933389149373,0.277285160181785,0.25464318016586446
3,0.0036120116118073496,0.002909442264312528,7.09726566685808,0.5702531649844974,54.6905711761561,11.012917106880286,0.12130734699498921,13.867910451455371,18.47331300567204,0.3205223776560405,1.3670639189790095,1.4442318406125405,16.282809101672754,4.999716395210167,3.166285389022915,3.2520347414144046,3.5360334143143124,2.985765437427787,0.28645668624882653,0.2602909613486764
4,0.0032563493438593806,0.07681861629616944,7.163556865037712,0.5544713946407965,54.657945788245726,9.792401572080406,0.10834240366157996,13.810926184925046,18.44770106757967,0.300547197266227,1.2819255798199825,0.44584052560689,11.105815463191174,4.999800272791621,3.0468335072698434,3.810220201219975,3.3966255807679664,3.055465586722844,0.29849412459537245,0.27427443488825615
5,0.0032152704080811063,0.07251226250216565,7.214814723269573,0.553713248881751,54.54380447598437,9.73005251412881,0.1071606235036521,13.795250940080038,18.46216835200223,0.26637501797530716,1.320594327970033,0.9750603046171595,10.750416981781775,4.999796385609821,3.040219336471971,3.7855759652576406,3.388622125179297,3.057339816575332,0.29120725602019587,0.2750768881356906
6,0.003215270405891404,0.05073961184042985,7.21481472139762,0.5537132488815634,54.543804472625055,9.730052514119356,0.10716062350359021,13.79525093992878,18.462168352003847,0.26637502004366814,1.3205943283963282,0.9750603045332171,10.750416980497398,4.999796385609821,3.040219336471056,3.785575965261266,3.388622125178186,3.0573398165757806,0.29120725602030745,0.2750768881358761
7,0.0032152704055744023,0.05153294634300757,7.214814721299761,0.5537132488815465,54.54380447245138,9.730052514117967,0.10716062350358463,13.795250940116283,18.46216835200399,0.2663750201114874,1.3205943284314696,0.9750603045262455,10.750416980303882,4.999796385609821,3.0402193364709733,3.785575965261593,3.388622125178086,3.057339816575821,0.29120725602031755,0.27507688813589276
