evaluation,objective,C 1s_raw,La 4d_raw,Ni 3p_raw,reflectivity_raw,C 1s_weighted,La 4d_weighted,Ni 3p_weighted,reflectivity_weighted,objective_total_seconds,reflectivity_simulation_seconds,rocking_curve_simulation_seconds,scoring_seconds,stack_seconds,carbon_thickness,carbon_roughness_fraction,top_lno_total_thickness,top_lno_layer1_thickness,cap_roughness_fraction,sto_thickness_start,lno_thickness_start,sto_thickness_delta,lno_thickness_delta,thickness_transition_repeat,thickness_transition_width,sto_roughness_first,sto_roughness_last,lno_roughness_first,lno_roughness_last,substrate_roughness,reflectivity_angle_offset,rc_angle_offset
1.000000000000000000e+00,3.710763723768696620e-02,1.071510549076261538e-02,1.776724603769431077e-03,2.622030687384627103e-03,3.687261687707423796e-01,5.357552745381307692e-03,5.330173811308293666e-03,7.866092062153880876e-03,1.855381861884348310e-02,9.894629998598247766e-02,2.246220002416521311e-02,4.337410000152885914e-02,9.450002107769250870e-05,3.299880004487931728e-02,2.000000000000000000e+00,1.428571428571428492e-01,5.000000000000000000e+01,5.000000000000000000e+00,4.249999999999999889e-01,1.492999999999999972e+01,1.578999999999999915e+01,2.990000000000000213e+00,1.989999999999999991e+00,1.899999999999999911e+00,1.898000000000000043e+01,3.080000000000000071e+00,2.779999999999999805e+00,3.660000000000000142e+00,3.319999999999999840e+00,3.250000000000000000e+00,1.529999999999999971e-01,2.900000000000000147e-02
2.000000000000000000e+00,7.710497207153065025e-02,3.606817621101056446e-03,1.016902771917996837e-03,1.568086743990085253e-03,1.342375798415636368e+00,1.803408810550528223e-03,3.050708315753990728e-03,4.704260231970255543e-03,6.754659471325587250e-02,1.026038999552838504e-01,2.249880001181736588e-02,4.831809998722746968e-02,8.269998943433165550e-05,3.169000003254041076e-02,7.800882679377839857e+00,8.733871524282920129e-01,4.672868557777097465e+01,2.198721627743935869e+01,3.504782760049925394e-01,1.318680294196256675e+01,1.462490256267650324e+01,2.475732331786154039e-01,2.177862483349651157e+00,1.454054398141284210e+01,1.384395406034276199e+01,4.950941479449536331e+00,3.444590632306089084e+00,4.737616501799060131e+00,2.569629032639250799e+00,1.591895507336784199e+00,2.443604148270671073e-01,1.105950404769219242e-01
3.000000000000000000e+00,5.615980161475032928e-02,3.404559237305248513e-03,1.037084950002732263e-03,1.605904331004873913e-03,9.246773326694687212e-01,1.702279618652624256e-03,3.111254850008196571e-03,4.817712993014621956e-03,4.652855415307488585e-02,1.504286000272259116e-01,4.410890000872313976e-02,5.959739995887503028e-02,8.450000314041972160e-05,4.662249999819323421e-02,1.445047348804263798e+01,4.560509232026372928e-01,5.626282275033143065e+01,2.423868343241321810e+01,9.431776189526397403e-01,1.422847604903904184e+01,1.686616876865170411e+01,1.499835255844066850e+00,6.079821694530911369e-01,2.454521811972472989e+01,3.741675875554930197e+00,2.158854582219325469e+00,2.493104085197362707e+00,4.598679713934233249e+00,2.112286075459228751e+00,1.870566565530958902e+00,2.919366893931339413e-01,-1.962946872376993834e-01
4.000000000000000000e+00,4.122838329701477428e-02,6.079589465073974817e-03,1.435740025125156315e-03,1.998630009495723156e-03,5.541773285785521752e-01,3.039794732536987409e-03,4.307220075375468513e-03,5.995890028487169468e-03,2.788547846061515192e-02,1.270729000098071992e-01,2.787699998589232564e-02,5.609059997368603945e-02,7.820001337677240372e-05,4.301190003752708435e-02,3.580849407055379352e+00,5.454636022943281093e-01,5.343448869158453363e+01,1.864340106214814696e+01,7.894264757270975652e-01,1.809707569313498610e+01,1.447716678898247267e+01,9.127031881939680069e-01,2.212689655066708561e+00,3.622774330573385271e+01,1.390874692058112982e+00,4.808455395672652344e+00,3.712252498459106764e+00,2.456964084899559531e+00,2.791708120685533423e+00,4.270345498210192048e+00,1.355168984587839520e-01,-2.913008303932694276e-01
5.000000000000000000e+00,7.261703928045717960e-02,3.526278851871693723e-03,1.018115618533775406e-03,1.563778122974139812e-03,1.254170483792078405e+00,1.763139425935846862e-03,3.054346855601326217e-03,4.691334368922419652e-03,6.310821862999758947e-02,1.033670000033453107e-01,2.226449997397139668e-02,4.754269996192306280e-02,9.109999518841505051e-05,3.345449996413663030e-02,7.761594398849329224e+00,5.687256981061399319e-01,5.501393609095306658e+01,2.434084872991261506e+01,4.102212119714823135e-01,1.326723656541276597e+01,1.614228689982996556e+01,7.922613571644214758e-01,2.080582364137110396e+00,3.548370798696164741e+01,1.189446994186944373e+01,3.909590426978977185e+00,3.742303329589372840e+00,2.941344944270173123e+00,3.579012616107859479e+00,3.582957643370497713e+00,-1.600688005512720391e-01,-2.633190863726431741e-01
6.000000000000000000e+00,1.534354105902066730e-02,3.920724060436988311e-03,8.966136127349066389e-04,1.425446896606493612e-03,1.275271119159392674e-01,1.960362030218494155e-03,2.689840838204719808e-03,4.276340689819481053e-03,6.416997500777971847e-03,1.305233000312000513e-01,3.040680004050955176e-02,5.837849999079480767e-02,8.909997995942831039e-05,4.163090005749836564e-02,9.693965401871636800e+00,5.519875154532528638e-01,6.196031211980901787e+01,2.308704211443586374e+01,3.739910542603765431e-01,1.598823029303052223e+01,1.824970112486866114e+01,3.881874748480057535e-01,5.392788788225856556e-02,2.194674920084976577e+01,7.637579951188818050e+00,3.932326510622150550e+00,2.845358474351407096e+00,3.275769083636033585e+00,3.138351373134234734e+00,1.517569164022097183e+00,6.199609767551733652e-02,-2.567972259636934762e-01
7.000000000000000000e+00,1.674962897501461670e-02,4.300189459229612939e-03,6.423687483549895627e-04,1.044791706044448810e-03,1.895528769056230023e-01,2.150094729614806469e-03,1.927106245064968797e-03,3.134375118133346429e-03,9.538052882201495872e-03,1.311060999869368970e-01,2.984050003578886390e-02,5.791110004065558314e-02,7.899996126070618629e-05,4.325919999973848462e-02,6.704303721170563612e+00,4.546880494546579055e-01,6.305414063590625062e+01,8.822046001419522554e+00,9.121923151081769154e-02,1.682620717175728942e+01,1.678844933255953364e+01,1.427286790142064388e-01,9.558342987953010184e-01,3.567914823460179008e+01,1.762967980890793029e+01,3.576814300063410279e+00,2.708515135935377849e+00,2.395683906501918869e+00,3.641181202304519804e+00,4.494850510380692832e+00,8.893677999720300820e-02,-4.156068476434959802e-02
8.000000000000000000e+00,5.348101203337910642e-02,3.849012957047591530e-03,9.692639102183861705e-04,1.517007499783627148e-03,8.763679923728826537e-01,1.924506478523795765e-03,2.907791730655158620e-03,4.551022499350881878e-03,4.409769132484926690e-02,1.026373999775387347e-01,3.091370000038295984e-02,4.032289999304339290e-02,8.799997158348560333e-05,3.129839996108785272e-02,7.321317857041205635e+00,7.862786082732737825e-01,5.025976440352904717e+01,9.142122055972377481e+00,2.304798515256001670e-02,1.669854655716256531e+01,1.378749525967073097e+01,2.470615024486843558e-01,2.013396471749972161e+00,2.879615481466400695e+01,1.241823070178380561e+01,2.159116980248185325e+00,2.855798402486499299e+00,4.244157138172786503e+00,3.244773691605214783e+00,1.547031465455455113e+00,1.435202241362176778e-04,-2.073407376123042878e-01
9.000000000000000000e+00,2.650992062160536025e-02,4.808240365242359010e-03,6.021065682133828513e-04,1.108495966565956102e-03,3.770764298135999559e-01,2.404120182621179505e-03,1.806319704640148554e-03,3.325487899697868524e-03,1.897399283464616324e-02,1.585041000507771969e-01,2.303360000951215625e-02,4.350710002472624183e-02,8.279999019578099251e-05,9.186539996881037951e-02,2.992130516954287778e+00,9.223506025234010641e-01,4.843556487955591194e+01,1.576790881624972940e+01,1.951472540775400222e-01,1.596758852492970249e+01,1.740257465720908669e+01,5.574851895311406791e-01,9.400917293430122168e-01,3.197602297418546513e+00,1.264897454046992564e+01,2.996776955231394979e+00,4.708830482862925493e+00,3.686993575884811580e+00,3.240516592716780941e+00,1.989901867889880771e+00,2.114239774788839177e-01,4.405730955365855239e-02
1.000000000000000000e+01,2.484813834558808818e-02,9.047349054948604363e-03,2.360929890536911033e-03,2.789091543142558326e-03,9.687055241360302549e-02,4.523674527474302182e-03,7.082789671610733098e-03,8.367274629427674110e-03,4.874399517075378788e-03,9.154049999779090285e-02,2.453709999099373817e-02,4.074550000950694084e-02,9.879993740469217300e-05,2.614390006056055427e-02,1.035813255714731795e+01,9.128459654074534413e-01,5.700435527323833185e+01,1.819699286426695650e+01,6.421826313615613957e-01,1.563096739009418812e+01,1.748026530911317877e+01,1.514490838704042996e+00,1.266712246472901249e-03,1.144967109087526858e+00,1.837722549338929312e+01,2.487715662475554090e+00,2.686399258419004177e+00,4.703895822419113415e+00,4.893998883890621876e+00,3.721490729262038055e+00,-4.465318492773451275e-02,2.493785173297827229e-01
1.100000000000000000e+01,6.418726110793124273e-02,3.643487574399429003e-03,1.201907645126368230e-03,1.753922294410031066e-03,1.063183979691128656e+00,1.821743787199714502e-03,3.605722935379104474e-03,5.261766883230093415e-03,5.349802750212232644e-02,9.460680000483989716e-02,2.064709999831393361e-02,4.609780001919716597e-02,9.440002031624317169e-05,2.775160002056509256e-02,1.483793984701951274e+01,6.103793515092094113e-01,4.840823396293551895e+01,8.586524294312695815e+00,9.798623708043788239e-02,1.588167355847588347e+01,1.363317641469957486e+01,2.691690056741943504e+00,6.727722532034723368e-01,1.995392717586501874e+01,6.818730623404564817e+00,2.264045818999230075e+00,2.299675210621558996e+00,2.027243526505335236e+00,3.948814001329749246e+00,4.958328997030257312e+00,-2.929080250141848918e-01,-7.071404045003967798e-02
