evaluation,objective,reflectivity_raw,reflectivity_weighted,objective_total_seconds,reflectivity_simulation_seconds,rocking_curve_simulation_seconds,scoring_seconds,stack_seconds,top_lno_thickness,sto_thickness_start,lno_thickness_start,sto_thickness_delta,lno_thickness_delta,thickness_transition_repeat,thickness_transition_width,cap_roughness,sto_roughness_first,sto_roughness_last,lno_roughness_first,lno_roughness_last,substrate_roughness,reflectivity_angle_offset
4.600000000000000000e+01,5.780472428692665643e-01,5.780472428692665643e-01,5.780472428692665643e-01,1.535689899988938123e+00,1.519426000013481826e+00,0.000000000000000000e+00,1.191999763250350952e-04,1.613510001334361732e-02,1.663013500023735673e+02,1.608692839560333354e+01,1.577338546409532327e+01,3.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,4.522841862754001241e+00,3.688903338457074632e+00,4.320846738249255914e+00,4.149910973015088267e+00,5.000000000000000000e+00,5.000000000000000000e+00,3.258542852658852240e+00,-2.481239615430463064e-01
4.700000000000000000e+01,2.426753571946610177e-01,2.426753571946610177e-01,2.426753571946610177e-01,1.411259199987398461e+00,1.395347699988633394e+00,0.000000000000000000e+00,4.849999095313251019e-05,1.585359999444335699e-02,1.938374180346723961e+02,1.659427641243844676e+01,1.609914767603854813e+01,8.564385948479295019e-01,1.277544681605973231e+00,1.164069229628326063e+01,1.018704601682783206e+01,5.000000000000000000e+00,4.638114544810882478e+00,5.000000000000000000e+00,3.705843393286442744e+00,4.109163728851795483e+00,3.428978709641764322e+00,-8.989104793880778321e-02
4.800000000000000000e+01,5.086925566224763662e-01,5.086925566224763662e-01,5.086925566224763662e-01,1.353823599987663329e+00,1.336424400011310354e+00,0.000000000000000000e+00,8.530000923201441765e-05,1.730430001043714583e-02,1.507159683989906966e+02,1.521001406407091316e+01,1.529173512704408289e+01,6.475714473006346505e-01,1.369493419628371456e+00,0.000000000000000000e+00,9.979947086995064609e+00,1.000000000000000000e+00,4.001625450463579980e+00,3.956170580995966635e+00,5.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+00,2.999999999999999889e-01
4.900000000000000000e+01,1.860203900162074875e-01,1.860203900162074875e-01,1.860203900162074875e-01,1.581110700004501268e+00,1.563407500012544915e+00,0.000000000000000000e+00,5.119998240843415260e-05,1.764259999617934227e-02,2.377437308789741337e+02,1.751519778978001440e+01,1.674494720641530066e+01,5.500246024318800053e-01,2.642828321928384128e+00,1.796868982992655361e+01,1.412494635496725692e+01,5.000000000000000000e+00,4.506476777200223438e+00,2.270448910269061038e+00,2.776038668958225486e+00,4.607775068531056561e+00,3.262140977696421640e+00,-2.999999999999999889e-01
5.000000000000000000e+01,3.351683411166521132e-01,3.351683411166521132e-01,3.351683411166521132e-01,1.474485500017181039e+00,1.461585399985779077e+00,0.000000000000000000e+00,4.610000178217887878e-05,1.283550000516697764e-02,2.090272481743123478e+02,1.648994561778702561e+01,1.678990175342411106e+01,2.505205526495784429e+00,2.886667058506049433e+00,3.900000000000000000e+01,1.862117308560873497e+01,5.000000000000000000e+00,3.987816981303126340e+00,4.276698389658116994e+00,2.838190281126373726e+00,3.720505607282261984e+00,3.225772658795816206e+00,2.999999999999999889e-01
5.100000000000000000e+01,9.154668010028350622e-01,9.154668010028350622e-01,9.154668010028350622e-01,1.345073899981798604e+00,1.328463399986503646e+00,0.000000000000000000e+00,1.384000061079859734e-04,1.646220000111497939e-02,1.817005665252469271e+02,1.300000000000000000e+01,1.616060622087717746e+01,7.225884405577581715e-01,1.343924951716367611e+00,0.000000000000000000e+00,1.762560016581915434e+01,5.000000000000000000e+00,4.680876833524367342e+00,2.734214271726203904e+00,4.091729195441518030e+00,2.962250244389157405e+00,3.836473190282350121e+00,2.999999999999999889e-01
5.200000000000000000e+01,5.363428635171608727e-01,5.363428635171608727e-01,5.363428635171608727e-01,1.554969399992842227e+00,1.539150199998402968e+00,0.000000000000000000e+00,3.709999145939946175e-05,1.577359999646432698e-02,1.570159027081292038e+02,1.779718488636619611e+01,1.613777898750069539e+01,4.307320225864035290e-01,1.801352943716425958e+00,1.843384289289620881e+01,1.444228853175849459e+01,4.565185262821185752e+00,4.412966608772950217e+00,2.155627367990162302e+00,2.372355525886607808e+00,3.088638412027529423e+00,2.439487977358311355e+00,1.232563587098551849e-01
5.300000000000000000e+01,3.195802190183548164e-01,3.195802190183548164e-01,3.195802190183548164e-01,1.503101200010860339e+00,1.487391100003151223e+00,0.000000000000000000e+00,3.450000076554715633e-05,1.566740000271238387e-02,1.688003371164262489e+02,1.655803590091455391e+01,1.712483359214009226e+01,2.033361775752544176e+00,2.886765099017083447e+00,3.405382608517633258e+01,2.000000000000000000e+01,3.811246465977265352e+00,4.629533252536120358e+00,5.000000000000000000e+00,4.872893958369736822e+00,2.505824761141592028e+00,2.111287795827522906e+00,2.410184260420150104e-01
5.400000000000000000e+01,3.658680408055126621e-01,3.658680408055126621e-01,3.658680408055126621e-01,1.574061499995877966e+00,1.557754400011617690e+00,0.000000000000000000e+00,7.219999679364264011e-05,1.622590000624768436e-02,2.484521005780202927e+02,1.716262479096658211e+01,1.647695718885461602e+01,1.741491090606436032e+00,2.147592144871129705e+00,1.752903121775188211e+01,1.594912928849352873e+01,2.180601985380970831e+00,4.524658757853361024e+00,5.000000000000000000e+00,4.704071040779863822e+00,5.000000000000000000e+00,4.909331803982541764e+00,7.644367627018938682e-02
5.500000000000000000e+01,4.491600176271469125e-01,4.491600176271469125e-01,4.491600176271469125e-01,1.494545199995627627e+00,1.478655799990519881e+00,0.000000000000000000e+00,8.139997953549027443e-05,1.579789997776970267e-02,2.347472692066427555e+02,1.476189302450959673e+01,1.535128656567911953e+01,2.153311205355032953e+00,2.227802842059159349e+00,5.845011859147608568e+00,1.000000000000000000e+00,4.682557083455971991e+00,2.269154844060904175e+00,5.000000000000000000e+00,4.938622465193103217e+00,2.672551719697545458e+00,2.036279952504525426e+00,2.345762076559772535e-01
5.600000000000000000e+01,5.584887421539680430e-01,5.584887421539680430e-01,5.584887421539680430e-01,1.373532500001601875e+00,1.359101999987615272e+00,0.000000000000000000e+00,5.430000601336359978e-05,1.436579998699016869e-02,1.500000000000000000e+02,1.515304933593868242e+01,1.551320281606078311e+01,2.254199674936792519e+00,1.694367996374114838e-01,7.823099849047451926e+00,1.523168222538187777e+01,1.000000000000000000e+00,4.933675634469253168e+00,5.000000000000000000e+00,3.465559468623096606e+00,3.460846566018784376e+00,3.632433865173783527e+00,1.692580067206579941e-01
5.700000000000000000e+01,2.066162431515944919e-01,2.066162431515944919e-01,2.066162431515944919e-01,1.500716000009560958e+00,1.482467299996642396e+00,0.000000000000000000e+00,4.640000406652688980e-05,1.819380000233650208e-02,1.753731541975851655e+02,1.664473271821254485e+01,1.698927521963201670e+01,1.792208034555246909e+00,1.618413308493926728e+00,3.018395932310120600e+01,8.679074472860413891e+00,5.000000000000000000e+00,3.076568979486372424e+00,5.000000000000000000e+00,3.308869586281469655e+00,2.000000000000000000e+00,5.000000000000000000e+00,2.628730421271156525e-01
5.800000000000000000e+01,2.760024340461654790e-01,2.760024340461654790e-01,2.760024340461654790e-01,1.502530500001739711e+00,1.477064500009873882e+00,0.000000000000000000e+00,6.649998249486088753e-05,2.538150001782923937e-02,2.368461464112325530e+02,1.751376641724938921e+01,1.620563075414831999e+01,6.311536354634816881e-01,9.892423390479888612e-01,2.000014773460779693e+01,1.819873866458547340e+01,5.000000000000000000e+00,4.617936645709067811e+00,2.000000000000000000e+00,3.382119539547327136e+00,5.000000000000000000e+00,2.586492663585758578e+00,-2.225696309757828895e-01
5.900000000000000000e+01,4.040341079924684720e-01,4.040341079924684720e-01,4.040341079924684720e-01,1.602879000012762845e+00,1.583071500004734844e+00,0.000000000000000000e+00,4.660000558942556381e-05,1.975130001665093005e-02,2.393089379047282819e+02,1.707825109518953610e+01,1.708427591634748666e+01,6.535653607451195057e-01,1.050792376161949537e+00,3.814205768777067362e+01,1.267809651758281042e+01,5.000000000000000000e+00,3.653498032634779680e+00,3.914649307398155198e+00,2.103869275402749484e+00,2.337758609385697017e+00,5.000000000000000000e+00,2.473385526564828019e-01
6.000000000000000000e+01,1.932755268467306886e-01,1.932755268467306886e-01,1.932755268467306886e-01,1.554292199987685308e+00,1.537826499989023432e+00,0.000000000000000000e+00,5.910001345910131931e-05,1.639559998875483871e-02,2.034201850700593468e+02,1.588180296464202357e+01,1.828753905121889289e+01,8.197790847704060635e-01,2.448610502322236204e+00,3.900000000000000000e+01,1.889253318172259100e+01,5.000000000000000000e+00,4.343240569861265499e+00,3.632552265331936425e+00,3.441516153116230381e+00,5.000000000000000000e+00,4.984637280884505195e+00,-1.158841247147389397e-01
6.100000000000000000e+01,2.545146253529130820e-01,2.545146253529130820e-01,2.545146253529130820e-01,1.443084000027738512e+00,1.427483799983747303e+00,0.000000000000000000e+00,4.850002005696296692e-05,1.554059999762102962e-02,1.509496202244828851e+02,1.749747048170093322e+01,1.656158607435870422e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.276800369137466262e+01,1.268336139902571347e+01,2.357183371074370370e+00,2.082857784245988331e+00,2.497700391382468688e+00,4.447631999562547733e+00,3.389657864223857953e+00,3.226605238053261271e+00,-3.942206179263246790e-02
6.200000000000000000e+01,3.111879853971064036e-01,3.111879853971064036e-01,3.111879853971064036e-01,1.403638299991143867e+00,1.389570600003935397e+00,0.000000000000000000e+00,4.099999205209314823e-05,1.401869999244809151e-02,1.507545469656454884e+02,1.638948189065944305e+01,1.685544150868818036e+01,3.000000000000000000e+00,0.000000000000000000e+00,3.480539090408570502e+01,1.748798517444719280e+01,5.000000000000000000e+00,4.269523474637829885e+00,4.134960103456199576e+00,2.455326192687529829e+00,3.251635804759930082e+00,2.709581563193912856e+00,2.999999999999999889e-01
6.300000000000000000e+01,4.932210661716530109e-01,4.932210661716530109e-01,4.932210661716530109e-01,1.513602500024717301e+00,1.496609900001203641e+00,0.000000000000000000e+00,5.110001075081527233e-05,1.693250000244006515e-02,2.307968347756813614e+02,1.648652057233658752e+01,1.768511932470879700e+01,0.000000000000000000e+00,3.000000000000000000e+00,3.900000000000000000e+01,1.348136965794686404e+01,5.000000000000000000e+00,2.797940615675523546e+00,3.157195488263929484e+00,4.162914226634338632e+00,3.834656812778602486e+00,4.127361556945789545e+00,-2.999999999999999889e-01
6.400000000000000000e+01,3.933566349718883859e-01,3.933566349718883859e-01,3.933566349718883859e-01,1.484220499987713993e+00,1.465351999999256805e+00,0.000000000000000000e+00,5.189998773857951164e-05,1.880779999191872776e-02,1.987631159600983892e+02,1.499842017824617457e+01,1.850000000000000000e+01,2.787235400621687287e+00,8.949116841119766907e-02,3.900000000000000000e+01,1.961884428157928539e+01,5.000000000000000000e+00,4.163339771949688739e+00,3.150736548116613633e+00,4.673331994653256771e+00,2.592750896349149237e+00,3.838673364275945854e+00,-2.999999999999999889e-01
6.500000000000000000e+01,5.467930406732653958e-01,5.467930406732653958e-01,5.467930406732653958e-01,1.480265300022438169e+00,1.464891100011300296e+00,0.000000000000000000e+00,4.919999628327786922e-05,1.531340001383796334e-02,1.549592143911739583e+02,1.516518511721789153e+01,1.850000000000000000e+01,2.323041299175307106e+00,2.113600409351305220e+00,3.900000000000000000e+01,1.994778068148884742e+01,5.000000000000000000e+00,3.982303418334485645e+00,4.735306474999591231e+00,3.939846650481542589e+00,5.000000000000000000e+00,3.999447019997919739e+00,2.593164457597396111e-01
6.600000000000000000e+01,2.923385555362780219e-01,2.923385555362780219e-01,2.923385555362780219e-01,1.661097899981541559e+00,1.645220600010361522e+00,0.000000000000000000e+00,4.700000863522291183e-05,1.582060000509954989e-02,2.138431531574974542e+02,1.689439651567078116e+01,1.653513694136077561e+01,8.244270775603986801e-01,8.477295221361427213e-01,2.652961049759642975e+01,1.643712449935971165e+01,4.612837778889296914e+00,2.214276624480035149e+00,2.838269744975217446e+00,3.808125250060798717e+00,4.288837434901378032e+00,5.000000000000000000e+00,6.309215677409985013e-02
6.700000000000000000e+01,2.511094008302073299e-01,2.511094008302073299e-01,2.511094008302073299e-01,1.632620199990924448e+00,1.618321899994043633e+00,0.000000000000000000e+00,5.899998359382152557e-05,1.423020000220276415e-02,2.073590756671283657e+02,1.739584406456055632e+01,1.609383645051941869e+01,1.097623804068966535e+00,0.000000000000000000e+00,1.441244711133894185e+01,1.345527742057869069e+01,1.000000000000000000e+00,4.012920755263814421e+00,4.217936649369121938e+00,3.092286984693200846e+00,3.487028788843432814e+00,3.742227966541343154e+00,2.999999999999999889e-01
6.800000000000000000e+01,4.001492129968843292e-01,4.001492129968843292e-01,4.001492129968843292e-01,1.671908999996958300e+00,1.648814699990907684e+00,0.000000000000000000e+00,5.300002521835267544e-05,2.302650001365691423e-02,1.935085517909681698e+02,1.625597727058864450e+01,1.850000000000000000e+01,1.794270851408981127e+00,6.983458941401459175e-01,3.900000000000000000e+01,7.261373657571295936e+00,5.000000000000000000e+00,3.208615674251337424e+00,2.833177356947603087e+00,3.509157490576501726e+00,3.421568090071227974e+00,3.702244344592549030e+00,-1.472603385891203820e-01
6.900000000000000000e+01,2.185524152879208815e-01,2.185524152879208815e-01,2.185524152879208815e-01,1.746236999984830618e+00,1.712637300021015108e+00,0.000000000000000000e+00,4.699997953139245510e-05,3.354360000230371952e-02,2.155832703032594964e+02,1.690490815976277972e+01,1.693394350674126159e+01,2.396672115332988184e+00,2.024613054491501529e+00,1.823540624964003953e+01,1.310234830736386336e+01,5.000000000000000000e+00,2.551156920818478557e+00,3.881590901554916151e+00,4.826982434157192969e+00,5.000000000000000000e+00,4.901086443232493650e+00,-2.999999999999999889e-01
7.000000000000000000e+01,2.179600954546226654e-01,2.179600954546226654e-01,2.179600954546226654e-01,1.610483099997509271e+00,1.594114600011380389e+00,0.000000000000000000e+00,4.869999247603118420e-05,1.630950000253506005e-02,2.123300178819046096e+02,1.850000000000000000e+01,1.645449441068056728e+01,2.430670827667639866e+00,0.000000000000000000e+00,1.676866888620367391e+01,5.853159443073376877e+00,5.000000000000000000e+00,2.875028961650376580e+00,5.000000000000000000e+00,3.526843876427401714e+00,3.831490691700338846e+00,1.000000000000000000e+00,-2.999999999999999889e-01
7.100000000000000000e+01,2.584052697440462065e-01,2.584052697440462065e-01,2.584052697440462065e-01,1.539260799996554852e+00,1.520368199999211356e+00,0.000000000000000000e+00,7.539999205619096756e-05,1.880799999344162643e-02,1.962307454502618214e+02,1.573615408255556147e+01,1.850000000000000000e+01,8.151021334053135670e-01,3.000000000000000000e+00,3.008842524465512014e+01,1.838672126352556546e+01,5.000000000000000000e+00,4.298641541640756181e+00,2.699749363220981468e+00,2.945878682745386445e+00,4.402890093530293925e+00,4.061038335794989962e+00,-2.999999999999999889e-01
7.200000000000000000e+01,3.422594866886333742e-01,3.422594866886333742e-01,3.422594866886333742e-01,1.588013800006592646e+00,1.574249800003599375e+00,0.000000000000000000e+00,5.109998164698481560e-05,1.370499999029561877e-02,2.284186621508976600e+02,1.750290868541740963e+01,1.658399180065415734e+01,1.463086604228795773e+00,0.000000000000000000e+00,1.283035258715952587e+01,1.504840822959056723e+01,5.000000000000000000e+00,4.817811068482413361e+00,4.781847808241677100e+00,3.231151609599716146e+00,3.940208261857405692e+00,4.195894984220316815e+00,-2.999999999999999889e-01
7.300000000000000000e+01,3.032566659934252118e-01,3.032566659934252118e-01,3.032566659934252118e-01,1.666423099988605827e+00,1.646724300022469833e+00,0.000000000000000000e+00,4.539999645203351974e-05,1.964340000995434821e-02,2.297415641853056059e+02,1.850000000000000000e+01,1.611594037532697143e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.983669379238369501e+01,9.526078856079262636e+00,1.000000000000000000e+00,2.000000000000000000e+00,5.000000000000000000e+00,5.000000000000000000e+00,5.000000000000000000e+00,1.049914709699903081e+00,2.398748196705713376e-02
7.400000000000000000e+01,1.405940887715039223e+00,1.405940887715039223e+00,1.405940887715039223e+00,1.491389500006334856e+00,1.472232600004645064e+00,0.000000000000000000e+00,4.419998731464147568e-05,1.910340000176802278e-02,1.684738645570234894e+02,1.300000000000000000e+01,1.850000000000000000e+01,1.058587549285122886e+00,3.000000000000000000e+00,3.900000000000000000e+01,1.900182233215056371e+01,5.000000000000000000e+00,3.705721161676533981e+00,3.893322466021498229e+00,2.666682106140997099e+00,4.523850175103216742e+00,3.788363111589149401e+00,-2.999999999999999889e-01
7.500000000000000000e+01,2.075075957773912516e-01,2.075075957773912516e-01,2.075075957773912516e-01,1.536662200000137091e+00,1.522965399984968826e+00,0.000000000000000000e+00,4.720001015812158585e-05,1.363790000323206186e-02,2.500000000000000000e+02,1.662606886789907890e+01,1.637417869159270012e+01,4.733714731506582507e-01,0.000000000000000000e+00,9.912156050031603272e+00,2.000000000000000000e+01,5.000000000000000000e+00,3.318080705078735093e+00,4.846642463216092267e+00,2.372536073411360302e+00,5.000000000000000000e+00,2.547607603817866107e+00,2.999999999999999889e-01
7.600000000000000000e+01,3.666622003706709321e-01,3.666622003706709321e-01,3.666622003706709321e-01,1.519269700016593561e+00,1.504385100008221343e+00,0.000000000000000000e+00,1.774000120349228382e-04,1.469640000141225755e-02,2.485523887958042053e+02,1.850000000000000000e+01,1.727167402802169249e+01,6.884212376507474751e-01,0.000000000000000000e+00,2.248683562794307988e+01,2.000000000000000000e+01,5.000000000000000000e+00,3.785955398493550561e+00,2.676432148137404710e+00,3.981333996656091667e+00,5.000000000000000000e+00,2.018472481550833919e+00,-2.999999999999999889e-01
7.700000000000000000e+01,5.986930429904231410e-01,5.986930429904231410e-01,5.986930429904231410e-01,1.392880599974887446e+00,1.376122100016800687e+00,0.000000000000000000e+00,4.600000102072954178e-05,1.670269999885931611e-02,2.135283272592880621e+02,1.850000000000000000e+01,1.300000000000000000e+01,6.920176756242646388e-01,3.000000000000000000e+00,3.900000000000000000e+01,5.190582774051844872e+00,1.932933456090274671e+00,4.508341928659030273e+00,3.956352988973589557e+00,4.645947537542369332e+00,5.000000000000000000e+00,2.542179469100966926e+00,2.999999999999999889e-01
7.800000000000000000e+01,3.098099389878147814e-01,3.098099389878147814e-01,3.098099389878147814e-01,1.500753600004827604e+00,1.484843800019007176e+00,0.000000000000000000e+00,3.569998079910874367e-05,1.586499999393709004e-02,2.417211178935058058e+02,1.850000000000000000e+01,1.529971630584155484e+01,3.000000000000000000e+00,0.000000000000000000e+00,3.900000000000000000e+01,6.443746736673233499e+00,5.000000000000000000e+00,2.879698033928379530e+00,3.450223883644306433e+00,4.860534590191348592e+00,5.000000000000000000e+00,4.801391695520374370e+00,2.999999999999999889e-01
7.900000000000000000e+01,3.905687087336807695e-01,3.905687087336807695e-01,3.905687087336807695e-01,1.443743199983146042e+00,1.429807499982416630e+00,0.000000000000000000e+00,4.539999645203351974e-05,1.387999998405575752e-02,1.976039744489257259e+02,1.850000000000000000e+01,1.505679992375949894e+01,1.767107862346585678e+00,3.000000000000000000e+00,3.900000000000000000e+01,1.509648694105747424e+01,4.452405268835769370e+00,3.732007855607390567e+00,3.577227877697281677e+00,4.435251301049039085e+00,5.000000000000000000e+00,3.846661059465754207e+00,-2.999999999999999889e-01
8.000000000000000000e+01,3.304239440408348050e-01,3.304239440408348050e-01,3.304239440408348050e-01,1.576224699994781986e+00,1.559882300003664568e+00,0.000000000000000000e+00,3.540000761859118938e-05,1.629820000380277634e-02,2.244880918306682815e+02,1.636609348398864938e+01,1.850000000000000000e+01,6.393824946803053910e-01,1.905951746961489723e+00,2.599048054574316424e+01,1.962470259692354091e+01,3.190954557500941036e+00,4.292453113103246842e+00,3.618392777797908799e+00,2.244688291042133965e+00,5.000000000000000000e+00,1.060861478886392817e+00,-2.999999999999999889e-01
