4.864596755000000121e+04 1.208937687599999917e+05 5.487645626963700633e+05
5.014263837000000058e+04 1.202651622199999983e+05 5.498866570731640095e+05
4.736557585000000108e+04 1.215332331500000000e+05 5.494449766557449475e+05
4.937556820999999763e+04 1.215932263399999938e+05 5.531343981592679629e+05
5.243842798000000039e+04 1.205017656699999934e+05 5.522571210093989503e+05
5.021536112000000139e+04 1.223715358899999992e+05 5.532767453767019324e+05
5.016562477999999828e+04 1.231509886399999959e+05 5.571984744508210570e+05
4.989089607999999862e+04 1.240530190299999958e+05 5.546928963497099467e+05
4.973343896000000677e+04 1.241930073399999965e+05 5.610015393174219644e+05
5.087751910000000498e+04 1.232417205799999938e+05 5.599511335760949878e+05
5.252833352000000014e+04 1.238098841799999936e+05 5.574073766768689966e+05
4.950502803000000131e+04 1.215565397799999919e+05 5.586272167297339765e+05
5.262408009000000311e+04 1.238482372899999900e+05 5.618350341598540545e+05
4.916234924000000319e+04 1.260348205299999972e+05 5.649992802984339651e+05
5.316471533999999519e+04 1.266309422999999952e+05 5.628697473479630426e+05
5.279891474000000017e+04 1.249614105200000049e+05 5.670456087219589390e+05
5.436284360000000015e+04 1.260385164400000067e+05 5.685828518162049586e+05
5.207998350000000210e+04 1.249151779700000043e+05 5.659177259139040252e+05
5.315956420000000071e+04 1.260700229499999987e+05 5.688136082083359361e+05
5.298855500999999640e+04 1.265699708800000080e+05 5.733689648080259794e+05
5.347535470999999961e+04 1.272913201699999918e+05 5.780058696403419599e+05
5.579777784000000247e+04 1.283011667000000016e+05 5.779652427756079705e+05
5.441846510000000126e+04 1.269021283500000136e+05 5.767784120041640708e+05
5.565319245999999839e+04 1.281812813500000047e+05 5.769325023185110185e+05
5.131115812000000005e+04 1.277015524199999927e+05 5.804287975925519131e+05
5.327147329000000173e+04 1.286152281599999988e+05 5.807252230070299702e+05
5.370333030000000144e+04 1.302099520899999916e+05 5.894250496279170038e+05
5.111937167999999656e+04 1.331573009500000044e+05 5.942872531555809546e+05
4.894205556000000070e+04 1.351725525900000066e+05 5.969901475433890009e+05
4.589375159999999596e+04 1.350486949800000002e+05 5.866582217153209494e+05
4.393594672000000719e+04 1.350183276499999920e+05 5.700349126361110248e+05
4.028394531000000279e+04 1.286917259599999961e+05 5.503688297128420090e+05
4.007902623000000312e+04 1.231221469599999982e+05 5.334151470459080301e+05
4.211744326999999612e+04 1.187070305900000094e+05 5.171156266135839978e+05
4.685614770000000135e+04 1.149766826200000069e+05 5.070089485716910567e+05
4.900276246000000538e+04 1.128652363199999963e+05 5.101632215233560419e+05
5.136290539999999601e+04 1.147359361800000042e+05 5.196285529145789915e+05
5.185497574000000168e+04 1.152325633099999977e+05 5.275695049843429588e+05
5.001934217000000353e+04 1.161964737900000036e+05 5.339519649775190046e+05
4.761520402000000468e+04 1.171126707699999970e+05 5.399337156361379893e+05
4.560882873999999720e+04 1.181384392799999914e+05 5.352350605159329716e+05
4.339471850000000268e+04 1.182744003700000030e+05 5.268278738481570035e+05
4.430587150999999722e+04 1.167987350799999986e+05 5.237533857364860596e+05
4.247322576000000117e+04 1.153123271499999973e+05 5.221585127397570177e+05
4.491026267000000371e+04 1.147185083299999969e+05 5.205064157663820079e+05
4.638216812000000209e+04 1.146253094100000017e+05 5.232605021384930005e+05
4.339582084000000032e+04 1.159556493699999992e+05 5.270069039150199387e+05
4.254300761000000057e+04 1.163656067599999951e+05 5.286840856429700507e+05
4.165660424000000057e+04 1.166812554700000037e+05 5.245155657941040117e+05
4.244211809000000358e+04 1.139366175199999998e+05 5.186408583378790063e+05
4.089013415000000532e+04 1.143848683500000043e+05 5.158700117040069890e+05
4.076514128000000346e+04 1.141155212199999951e+05 5.148236080362129724e+05
4.085969451000000117e+04 1.137754959000000090e+05 5.153183748596499790e+05
4.220186530000000494e+04 1.123636087600000028e+05 5.147392413432890316e+05
4.137752285000000120e+04 1.109365785100000066e+05 5.160454686529519968e+05
3.809406375000000116e+04 1.117232787200000021e+05 5.138484865661510266e+05
3.774450912000000244e+04 1.101310694599999988e+05 5.100628183927899809e+05
3.876700600000000122e+04 1.115357754900000000e+05 5.067424932995610288e+05
3.880833370000000286e+04 1.098452821700000059e+05 5.036393781169590075e+05
