evaluation,objective,C 1s_raw,La 4d_raw,Ni 3p_raw,C 1s_weighted,La 4d_weighted,Ni 3p_weighted,objective_total_seconds,reflectivity_simulation_seconds,rocking_curve_simulation_seconds,scoring_seconds,stack_seconds,carbon_thickness,carbon_roughness,sto_thickness_start,lno_thickness_start,sto_thickness_delta,lno_thickness_delta,thickness_transition_repeat,thickness_transition_width,cap_roughness,sto_roughness_first,sto_roughness_last,lno_roughness_first,lno_roughness_last,substrate_roughness,rc_angle_offset
3.300000000000000000e+01,1.023269046679330281e-02,4.415709158800007299e-03,9.475487503978055137e-04,1.727396545399960837e-03,2.207854579400003649e-03,2.842646251193416650e-03,5.182189636199882946e-03,6.464051400020252913e+00,0.000000000000000000e+00,6.350189899996621534e+00,8.200001320801675320e-05,1.137633000034838915e-01,5.145346768248744596e+00,1.502300990102427125e+00,1.796310601497699366e+01,1.801240904204091109e+01,2.658964287712044516e+00,2.100870717087350403e+00,9.028074139231790696e+00,1.604641995291712675e+01,1.214880036339329283e+00,2.268673173210411953e+00,2.706665870359658221e+00,4.276236937314666697e+00,3.107155279376911494e+00,2.310597754758965117e+00,1.164089539513257776e-02
3.400000000000000000e+01,1.325278190074432108e-02,6.144621908389792490e-03,1.140626181550049570e-03,2.252864133966425448e-03,3.072310954194896245e-03,3.421878544650148492e-03,6.758592401899276778e-03,5.428263700014213100e+00,0.000000000000000000e+00,5.365768799994839355e+00,6.220000796020030975e-05,6.240970001090317965e-02,8.045653279542882785e+00,2.615242743116611646e+00,1.481337635740151448e+01,1.433596395819940916e+01,8.345571853099822413e-01,2.159074382889167865e+00,2.588559787228392750e+01,1.189519608004707862e+01,4.794449966428206089e+00,4.402205149093202152e+00,3.444916476432404284e+00,3.218113827676349459e+00,2.662141303221515098e+00,1.740818395144360320e+00,2.027609523034140104e-01
3.500000000000000000e+01,1.793101344838393674e-02,7.811162433842933767e-03,1.851769198090696912e-03,2.823374879063459634e-03,3.905581216921466883e-03,5.555307594272090518e-03,8.470124637190379335e-03,5.865532399999210611e+00,0.000000000000000000e+00,5.711681999993743375e+00,7.449998520314693451e-05,1.537600999872665852e-01,1.052227243775697474e+01,1.150077371497902234e+00,1.525582284939494215e+01,1.483289126030280691e+01,8.331111417918464213e-01,7.012417649719051085e-03,4.708053286399618287e-01,1.804331308864485450e+01,2.999551774887685429e+00,2.580437172442037408e+00,3.785289493733623889e+00,2.522400031963272227e+00,4.641630947976435273e+00,3.139690256487987607e+00,2.061632857109900185e-01
3.600000000000000000e+01,1.270641563661370314e-02,5.605094048387903628e-03,1.101641063080994413e-03,2.199648474392256175e-03,2.802547024193951814e-03,3.304923189242983238e-03,6.598945423176768091e-03,5.508235800021793693e+00,0.000000000000000000e+00,5.431030899984762073e+00,5.890001193620264530e-05,7.712309999624267220e-02,9.872346821493941604e+00,2.462680899673039825e+00,1.648801066605682664e+01,1.362705720647940844e+01,9.422122848778968773e-01,1.935727615027535098e+00,3.862013945814243243e+01,1.158461008820918536e+01,4.087321360495272060e+00,4.387245752992237513e+00,3.113917092731971259e+00,4.041671147898910910e+00,3.096685112061944967e+00,3.252519495092431878e+00,-6.616210690801954675e-02
3.700000000000000000e+01,1.282617825388598053e-02,5.928456587034749287e-03,1.081469324975222347e-03,2.205847328480979759e-03,2.964228293517374643e-03,3.244407974925667040e-03,6.617541985442939277e-03,5.568829199997708201e+00,0.000000000000000000e+00,5.520727399998577312e+00,5.410000449046492577e-05,4.802960000233724713e-02,5.879505793313754225e+00,2.683225489589358581e+00,1.450046557954741999e+01,1.301624208383934977e+01,6.283401897945060099e-01,2.021261698128762774e+00,1.081127031845836228e+01,3.081222147293279701e+00,1.604686617953569261e+00,3.545923787743124223e+00,2.156334952950454298e+00,2.482919613000182046e+00,4.500848386025676717e+00,4.232328637296131291e+00,8.715953265277864848e-02
3.800000000000000000e+01,2.004380032359642100e-02,8.939883543831515442e-03,1.991482360700367726e-03,3.199803823193187423e-03,4.469941771915757721e-03,5.974447082101102743e-03,9.599411469579561401e-03,6.115906999999424443e+00,0.000000000000000000e+00,6.059619299980113283e+00,7.710000500082969666e-05,5.619500001193955541e-02,1.271519762628983585e+01,1.212404458737879942e+00,1.767503407451233244e+01,1.350386842221366734e+01,1.590074117413595944e+00,1.121599290058005405e+00,1.719155036191076036e+01,7.591746461931421663e+00,2.538042645373213890e+00,2.046245457964020797e+00,3.014390230424312644e+00,3.190710877853546457e+00,3.414112423292116283e+00,3.589905537012612946e+00,1.266253154821282978e-01
3.900000000000000000e+01,1.813503586712245097e-02,1.067099348483468817e-02,1.395150470357957827e-03,2.871362571210410702e-03,5.335496742417344083e-03,4.185451411073873480e-03,8.614087713631231671e-03,5.971209600014844909e+00,0.000000000000000000e+00,5.905470199999399483e+00,1.022999931592494249e-04,6.562089998624287546e-02,1.147688642901025524e+01,1.399694052812761935e+00,1.438094373597028408e+01,1.706031431654711028e+01,2.576952602333797859e+00,2.375214622332030512e+00,1.622500096873540443e+01,1.518715723561473396e+01,2.185784952052769903e+00,4.281825672039885511e+00,2.558621989238874406e+00,2.960733735675106004e+00,4.008099546935513402e+00,1.511207503296131183e+00,-2.530792921928075589e-01
4.000000000000000000e+01,1.151506751428663447e-02,5.260906286503139878e-03,9.548382006240521561e-04,2.006699923054302941e-03,2.630453143251569939e-03,2.864514601872156577e-03,6.020099769162908822e-03,5.343957000004593283e+00,0.000000000000000000e+00,5.273730899993097410e+00,5.470000905916094780e-05,7.014319999143481255e-02,1.017952657624169355e+01,2.720767223474643615e+00,1.319540837654596288e+01,1.594154670484976855e+01,6.413346091055462939e-01,1.682987583000000065e+00,3.806422434372881014e+01,1.201101264615538078e+01,1.053981897081897934e+00,4.204696647422673905e+00,3.486696757756560405e+00,3.087414634598730778e+00,4.881037403615875903e+00,3.742500528320228614e+00,-2.518418897894142416e-02
4.100000000000000000e+01,2.334147885101522588e-02,1.327485850642711428e-02,2.078846119885531269e-03,3.489170412715024688e-03,6.637429253213557138e-03,6.236538359656594241e-03,1.046751123814507363e-02,6.041980099980719388e+00,0.000000000000000000e+00,5.990913399989949539e+00,9.399998816661536694e-05,5.095319999963976443e-02,7.048733902311286492e+00,1.681839673957715942e+00,1.643054719330429236e+01,1.627522570679289160e+01,2.905957935956932081e-01,1.664079624737896390e+00,1.335047948273144236e+01,1.446005320448219322e+01,2.911544035863452784e+00,2.938266624764041879e+00,3.531213995139729445e+00,4.879711976827179498e+00,3.317072131605994123e+00,3.571624075691960165e+00,-2.940520453453548400e-01
4.200000000000000000e+01,1.113532406876593939e-02,4.752219073005003319e-03,9.791308340705931219e-04,1.940607343350552860e-03,2.376109536502501660e-03,2.937392502211779582e-03,5.821822030051658145e-03,5.111412500002188608e+00,0.000000000000000000e+00,5.062273599993204698e+00,8.949998300522565842e-05,4.902619999484159052e-02,1.263040360947783824e+01,1.967706990917184262e+00,1.308711603080780961e+01,1.302159589602553780e+01,8.001941476678919862e-01,1.425892288888733983e+00,3.606840122753352063e+01,9.044510946255606143e+00,3.367350957398253630e+00,3.443048444289589227e+00,4.378359279929047609e+00,2.769870931195017150e+00,3.618491452066045611e+00,2.008755789596565755e+00,2.813816859496029443e-01
4.300000000000000000e+01,1.112074549542842704e-02,5.019538586855776252e-03,9.400876157538347886e-04,1.930237784913011335e-03,2.509769293427888126e-03,2.820262847261504474e-03,5.790713354739034438e-03,5.741321499983314425e+00,0.000000000000000000e+00,5.690655500016873702e+00,1.025999954435974360e-04,5.054699999163858593e-02,8.407269076360751825e+00,1.486313812995263106e+00,1.301638162898999695e+01,1.322003925379341460e+01,1.243062732752236166e-01,1.292835586341330334e+00,5.569903549302541723e-01,1.563383391056855487e+01,4.466753349210501156e+00,4.662014249282490752e+00,3.417668691829235605e+00,4.192922872282535351e+00,2.618732461180941495e+00,3.025723333949807081e+00,4.144542958583469217e-02
4.400000000000000000e+01,1.631866831848227672e-02,9.584126256334243865e-03,1.268761119040281733e-03,2.573440611064770154e-03,4.792063128167121933e-03,3.806283357120845198e-03,7.720321833194310895e-03,5.893680799985304475e+00,0.000000000000000000e+00,5.836769299989100546e+00,9.349998435936868191e-05,5.678809998789802194e-02,7.999514014652012506e+00,2.405494389029025459e+00,1.304491632917745747e+01,1.641003573277194150e+01,2.521375539889136874e+00,1.786560174683518909e+00,2.695397912379795091e+00,1.299486302773484603e+01,4.684202352287904603e+00,2.353791392037266839e+00,2.106019024567222342e+00,3.004795477242182322e+00,2.336971463140457228e+00,3.862633942451448199e+00,-7.663956330225749070e-02
4.500000000000000000e+01,1.774200875676070974e-02,7.300249887688584072e-03,1.869304479793359140e-03,2.827990124512113571e-03,3.650124943844292036e-03,5.607913439380077421e-03,8.483970373536341147e-03,6.493525400001090020e+00,0.000000000000000000e+00,6.436382700019748881e+00,8.520000847056508064e-05,5.703389999689534307e-02,1.465333094354662435e+01,2.841130136991524946e+00,1.845984625222559572e+01,1.600417035427098611e+01,1.717325891690603346e+00,3.243024666888608687e-01,2.566103836815209593e+00,6.770584179284102611e+00,3.063170271599440664e+00,2.783106757169635070e+00,2.037779050028449834e+00,3.226428821629088173e+00,4.113527344537592612e+00,4.387426489131581064e+00,-1.864549579840106275e-01
4.600000000000000000e+01,1.114723246777605918e-02,5.057054922089447395e-03,9.190261327681897591e-04,1.953875536142255474e-03,2.528527461044723697e-03,2.757078398304569494e-03,5.861626608426766423e-03,5.305587900016689673e+00,0.000000000000000000e+00,5.263967599981697276e+00,8.420000085607171059e-05,4.151619999902322888e-02,8.722169561416521333e+00,2.231961064587275612e+00,1.300867352043050040e+01,1.423833008341496154e+01,2.493982129129533210e+00,2.747840023182324565e+00,3.805974964236659730e+01,1.519508726945819177e+01,1.787634602430763886e+00,2.301036522115837535e+00,2.158598490070662734e+00,2.877515038648482903e+00,2.188055644974533642e+00,4.020824909175028772e+00,-2.921241285743109151e-02
4.700000000000000000e+01,1.013492233876071846e-02,4.282699231650408979e-03,9.714805677557325535e-04,1.693043673222772430e-03,2.141349615825204489e-03,2.914441703267197769e-03,5.079131019668317072e-03,6.727391699998406693e+00,0.000000000000000000e+00,6.665070699993520975e+00,7.099998765625059605e-05,6.222469999920576811e-02,7.859147876125080145e+00,1.178511856918724066e+00,1.832168289090682833e+01,1.838378006053870806e+01,1.148474831701620014e+00,4.944643937450744486e-01,3.800827740407673616e+01,4.693300166459095202e+00,1.622866137564423550e+00,3.380293409466800014e+00,4.808841872697266595e+00,2.044001798905881628e+00,3.467192116414898440e+00,2.436246452892632419e+00,6.796009227973909272e-02
4.800000000000000000e+01,1.102589991305683373e-02,5.081599845760318562e-03,9.038514750182218092e-04,1.924515188374003151e-03,2.540799922880159281e-03,2.711554425054665644e-03,5.773545565122009671e-03,5.631837800028733909e+00,0.000000000000000000e+00,5.566516799997771159e+00,9.310001041740179062e-05,6.519699998898431659e-02,1.420275989515795523e+01,1.501624502117122617e+00,1.440265871459247471e+01,1.308778829032904589e+01,2.667913390735280998e+00,1.029862841805458284e+00,3.541390213522127084e+01,2.767464936361254679e+00,4.462270905733671356e+00,4.793226442292876754e+00,2.098077056520431860e+00,2.139962025864212247e+00,3.686043715333564563e+00,3.261854746038763242e+00,-2.142501662136096496e-01
4.900000000000000000e+01,1.723689297146523830e-02,8.524759735085516571e-03,1.719739074083722306e-03,2.605098627223771321e-03,4.262379867542758285e-03,5.159217222251166919e-03,7.815295881671313963e-03,6.315714199998183176e+00,0.000000000000000000e+00,6.256488599989097565e+00,9.119999594986438751e-05,5.911059997742995620e-02,8.178159117484092633e+00,1.144175595720571703e+00,1.739664254191604442e+01,1.778362521220229553e+01,2.820398855090662238e+00,1.413079040198339520e+00,3.782364734028398345e+01,6.218015815422093695e+00,1.896820919893738244e+00,3.115584301091856467e+00,4.703426054056270011e+00,3.278284750138566572e+00,2.804500738910862268e+00,2.047161804522309225e+00,-1.617323472553948427e-01
5.000000000000000000e+01,1.071496310696896243e-02,4.498514193614387008e-03,1.037669382529517138e-03,1.784232620857739097e-03,2.249257096807193504e-03,3.113008147588551197e-03,5.352697862573217724e-03,6.723019500001100823e+00,0.000000000000000000e+00,6.675831900007324293e+00,6.999998004175722599e-05,4.708859999664127827e-02,8.520733371433541592e+00,1.500159529541383208e+00,1.845636503000536877e+01,1.833764290864534274e+01,4.287894105121329291e-01,9.208848939671603340e-01,4.716316628083998097e+00,1.829942603504434473e+01,3.189593228072458597e+00,2.849751030731853874e+00,4.344318696031220561e+00,4.092521738838516221e+00,2.372165365509853796e+00,3.039398273814145846e+00,-1.752016410439150018e-01
5.100000000000000000e+01,1.151176486438349258e-02,5.270705233192899547e-03,9.480863539631554466e-04,2.010717728632525382e-03,2.635352616596449774e-03,2.844259061889466231e-03,6.032153185897576146e-03,5.437307399988640100e+00,0.000000000000000000e+00,5.385385900008259341e+00,1.062000228557735682e-04,5.178550002165138721e-02,9.884594027338080124e+00,1.845938542205020960e+00,1.395026791828075474e+01,1.474417953247987967e+01,1.638971659431739836e+00,1.647774219950485008e+00,3.871320067108290175e+01,4.596469148187351195e+00,1.414252307387918517e+00,3.785646260439515576e+00,2.064279252611621818e+00,3.480428976047405421e+00,2.967825205800847854e+00,4.377358417330615481e+00,3.867845322664192897e-02
5.200000000000000000e+01,2.063525495132120802e-02,1.078804033595355538e-02,2.097539845474592941e-03,2.982871748973550934e-03,5.394020167976777691e-03,6.292619536423778824e-03,8.948615246920652369e-03,6.174260100000537932e+00,0.000000000000000000e+00,6.113080899987835437e+00,9.769998723641037941e-05,6.105680001201108098e-02,8.730083410943567657e+00,1.441975703783368701e+00,1.309621610521992352e+01,1.459399802883627117e+01,2.099808580730840646e+00,2.503182694202071623e+00,8.858467557068456788e-01,1.904896186485049725e+01,1.554422223468351127e+00,2.256554605003232794e+00,2.540066948016947102e+00,2.778510109453294241e+00,2.932172548041470428e+00,2.512703019475683863e+00,2.297073759283884686e-01
5.300000000000000000e+01,9.853267569837509399e-03,4.293437828970771142e-03,8.519588467111092025e-04,1.716890705072931893e-03,2.146718914485385571e-03,2.555876540133327716e-03,5.150672115218795678e-03,6.971722399990539998e+00,0.000000000000000000e+00,6.920512100012274459e+00,9.699998190626502037e-05,5.108919998747296631e-02,8.016897531193155402e+00,2.253819969192766948e+00,1.844287156647344261e+01,1.849218836909416197e+01,2.526803085733252630e+00,1.358799818362166123e+00,3.351379862103617491e+00,3.962541917443044515e+00,1.047089574099190123e+00,4.756348827190874040e+00,3.547019484139319001e+00,3.955147736225762323e+00,2.300468320308986403e+00,3.660352921409534055e+00,2.651728388102786993e-01
5.400000000000000000e+01,1.074665289057326160e-02,4.821370582702450697e-03,8.902319824079797357e-04,1.888423883999365430e-03,2.410685291351225348e-03,2.670695947223939316e-03,5.665271651998096507e-03,5.515318299992941320e+00,0.000000000000000000e+00,5.466050999995786697e+00,1.377000007778406143e-04,4.909570000017993152e-02,5.721436116705867825e+00,1.400792027513701132e+00,1.352615245777960951e+01,1.368621558614918143e+01,2.100396949108548128e+00,5.949689520807290022e-02,3.485745743143215236e+01,1.145277948944963597e+01,4.296177979375745082e+00,4.691552216554632615e+00,3.675684921119345638e+00,2.058438666673721329e+00,3.403581217868716369e+00,2.698357791039899478e+00,-2.892975157387109308e-01
5.500000000000000000e+01,1.385446360305704269e-02,6.223771383325549592e-03,1.195254144904715592e-03,2.385605158893373996e-03,3.111885691662774796e-03,3.585762434714146775e-03,7.156815476680121989e-03,5.924631300003966317e+00,0.000000000000000000e+00,5.866917200008174405e+00,9.419998968951404095e-05,5.758980000973679125e-02,1.288011738747896473e+01,2.380252926958552173e+00,1.300808761065342622e+01,1.726049713374349892e+01,1.861897160087849223e-01,5.505323058792475077e-01,3.516766289538341539e+01,3.034457099313555783e+00,1.404544378592956999e+00,4.587446016630600809e+00,3.443323947259592899e+00,2.882606230823053117e+00,4.039825455628108131e+00,4.120370833114524345e+00,-4.808730271290773128e-02
5.600000000000000000e+01,1.104009952484466886e-02,5.024771329945716507e-03,9.183669053180128260e-04,1.924204381305923790e-03,2.512385664972858253e-03,2.755100715954038586e-03,5.772613143917771153e-03,5.601321300026029348e+00,0.000000000000000000e+00,5.558066800003871322e+00,7.280000136233866215e-05,4.316089997882954776e-02,1.111765312625997915e+01,2.341701972473733573e+00,1.430851012256529131e+01,1.332205239168485633e+01,1.723069824192644095e+00,1.616193320958322577e+00,3.556175757169235396e+01,1.640167868116485295e+01,4.429119372506545638e+00,2.323981395439658204e+00,3.668424902929569242e+00,2.565979105859926612e+00,2.210593053134271013e+00,1.927241862529071925e+00,-2.329960196332463429e-01
5.700000000000000000e+01,1.785559595985632825e-02,8.944453804802328725e-03,1.730684900176010033e-03,2.730438118975711190e-03,4.472226902401164363e-03,5.192054700528030316e-03,8.191314356927133569e-03,6.702080000017303973e+00,0.000000000000000000e+00,6.650120000005699694e+00,1.080000074580311775e-04,5.181929998798295856e-02,6.418240082195127982e+00,1.278017243625966692e+00,1.617028749213098138e+01,1.847793066861924416e+01,2.194155902557014315e+00,1.074614275917344097e-01,1.694556470306489704e+00,1.683028154807036003e+01,4.464243392739298599e+00,4.067211019074125744e+00,2.263534385970776608e+00,2.247617332927371869e+00,2.943298245536221547e+00,3.113684224689384550e+00,-2.174133040183996168e-01
5.800000000000000000e+01,1.090119780288542617e-02,4.944863772573778252e-03,9.067586110335535288e-04,1.902830027832625196e-03,2.472431886286889126e-03,2.720275833100660803e-03,5.708490083497875373e-03,5.588560400006826967e+00,0.000000000000000000e+00,5.538925100001506507e+00,2.295000012964010239e-04,4.938340000808238983e-02,1.468606396357532518e+01,1.546233717482336179e+00,1.334667253290889022e+01,1.300456668814756966e+01,6.340781228328791208e-01,2.565888058872469291e+00,1.707973065475210106e+01,2.958783124391128894e+00,4.264764450090449799e+00,4.974941316108035139e+00,4.993982105157266815e+00,4.994336929007879178e+00,2.787383092783075167e+00,2.892175452039548400e+00,-2.669580264391502866e-01
5.900000000000000000e+01,9.759627880964273638e-03,4.421124092550340022e-03,8.448547891071614760e-04,1.671500489122539589e-03,2.210562046275170011e-03,2.534564367321484428e-03,5.014501467367618766e-03,6.674155400018207729e+00,0.000000000000000000e+00,6.622798099997453392e+00,8.110000635497272015e-05,5.125460002454929054e-02,1.074050402080209565e+01,2.945057397367628838e+00,1.849014298663292166e+01,1.751424082755102063e+01,1.731793906733906763e+00,8.898071277177768690e-02,2.700583053773349462e+01,1.929402282484964104e+01,2.976097325640332691e+00,3.353684499146522668e+00,3.856018556485495630e+00,4.739433108335350475e+00,2.457281317254969899e+00,3.242948716960956101e+00,2.555106428288996256e-01
6.000000000000000000e+01,1.111918062557091039e-02,5.175447997665003248e-03,8.809532708142634502e-04,1.962865604765206065e-03,2.587723998832501624e-03,2.642859812442790134e-03,5.888596814295618195e-03,5.898134200018830597e+00,0.000000000000000000e+00,5.847752199973911047e+00,1.102999958675354719e-04,5.024760001106187701e-02,7.419251988115108887e+00,2.162673190227952347e+00,1.573930258768474388e+01,1.423976601997580183e+01,6.051636524155291907e-02,2.700784218144017590e+00,3.691393107549769326e+01,1.043723694134511248e+01,3.873305746061263211e+00,2.653057475389086317e+00,2.966797467592727777e+00,2.872459860333921533e+00,4.643904870445341615e+00,2.804112729695951156e+00,-2.893330221113832312e-01
6.100000000000000000e+01,1.036931756689557678e-02,4.602165663704785650e-03,1.021850742665245636e-03,1.667560835682482204e-03,2.301082831852392825e-03,3.065552227995736907e-03,5.002682507047447047e-03,6.685043400007998571e+00,0.000000000000000000e+00,6.625210900005185977e+00,7.040001219138503075e-05,5.974060000153258443e-02,1.253324352522488638e+01,1.632617205347849598e+00,1.329789628804833335e+01,1.846053271761806158e+01,2.236723766309255623e+00,2.987327314145562074e+00,3.844097632310229939e-01,1.547699756169522622e+01,2.839411396647661956e+00,4.066017640386632159e+00,3.327030400679240607e+00,3.691629165556229886e+00,4.770182293043193411e+00,4.827631441111979171e+00,2.936310800089692585e-01
6.200000000000000000e+01,1.111311169647700124e-02,5.091118015512451946e-03,9.189242507466504391e-04,1.936926645493608273e-03,2.545559007756225973e-03,2.756772752239951101e-03,5.810779936480824602e-03,5.572580699983518571e+00,0.000000000000000000e+00,5.516605600016191602e+00,9.139999747276306152e-05,5.585010000504553318e-02,1.185280634228989705e+01,1.296687456158248430e+00,1.303299704578831708e+01,1.493266458246204387e+01,2.557085715551098204e+00,1.735268325879318341e-01,3.859014939243506603e+01,2.063696509106914156e+00,1.557116501944696640e+00,3.138463393498656551e+00,2.802155081227583722e+00,4.846417466032574950e+00,2.786510203446194822e+00,1.910277015630231778e+00,-1.660970956243668639e-01
6.300000000000000000e+01,2.276275822984247937e-02,1.170334523683572853e-02,2.412934956038331226e-03,3.224093581103207578e-03,5.851672618417864263e-03,7.238804868114993678e-03,9.672280743309622300e-03,6.151485899987164885e+00,0.000000000000000000e+00,6.109096699976362288e+00,1.179999962914735079e-04,4.224919999251142144e-02,6.468861559452433241e+00,1.763205034556301953e+00,1.843564624196185164e+01,1.301792436027469968e+01,2.309372717226472638e+00,8.440458347738462042e-01,2.443506941872194971e-01,6.343156842897808900e+00,1.734204999817821058e+00,2.164074866398542074e+00,2.830256603412433236e+00,2.051280331054532891e+00,3.949896433607317459e+00,4.639166851694040972e+00,-1.901183553238492141e-01
6.400000000000000000e+01,1.659120132820098709e-02,8.322057825549445537e-03,1.630631699977448407e-03,2.512759105164640277e-03,4.161028912774722768e-03,4.891895099932345656e-03,7.538277315493920397e-03,6.494454599975142628e+00,0.000000000000000000e+00,6.454770699987420812e+00,7.310000364668667316e-05,3.958589999820105731e-02,5.960413448545492265e+00,2.492720310274482820e+00,1.427301899483837389e+01,1.849680140041644805e+01,3.676865749563940945e-03,2.202528940591594875e+00,1.465635498011405025e+00,1.972456263288859812e+00,1.744562796676500049e+00,4.189041115479386512e+00,4.425054247188061396e+00,4.074480484490942800e+00,4.531098601136161363e+00,3.333674688770445815e+00,1.710923202911134311e-01
6.500000000000000000e+01,1.753985485332801297e-02,9.292284719220951505e-03,1.631563385723303495e-03,2.666340778849209635e-03,4.646142359610475753e-03,4.894690157169910918e-03,7.999022336547628037e-03,6.259142700000666082e+00,0.000000000000000000e+00,6.211454899981617928e+00,6.419999408535659313e-05,4.760439999517984688e-02,9.612105330087523214e+00,1.518304007902047115e+00,1.302007289763860598e+01,1.752752721532458224e+01,1.787546312470877252e+00,1.590703621370296861e-01,7.441315361941172046e-01,1.979369377999066160e+01,3.578984999274253731e+00,3.812366325765910169e+00,4.489432564186794039e+00,2.537955072841569404e+00,2.625201871823676036e+00,4.006876609434753433e+00,-9.047001774826732290e-02
6.600000000000000000e+01,1.683390422667108838e-02,8.204263018660380366e-03,1.670795053894940469e-03,2.573129185218692768e-03,4.102131509330190183e-03,5.012385161684821192e-03,7.719387555656077871e-03,6.468715800001518801e+00,0.000000000000000000e+00,6.419060500018531457e+00,9.549999958835542202e-05,4.953879999811761081e-02,1.108119294860767212e+01,1.845701999645505964e+00,1.845838188998911633e+01,1.758695880782173759e+01,2.737456417267982722e+00,2.964729790445622015e+00,3.740597534968086535e+01,4.413878630067671338e+00,1.829480896531363809e+00,2.284150453548130955e+00,3.934782402762425413e+00,4.785176599718287349e+00,4.190591400106063347e+00,1.838838121494120292e+00,-1.720493647746583477e-01
6.700000000000000000e+01,1.132910158998487460e-02,4.965949147907108320e-03,9.813685322888521419e-04,1.967340473054921338e-03,2.482974573953554160e-03,2.944105596866556426e-03,5.902021419164764013e-03,5.492339299991726875e+00,0.000000000000000000e+00,5.438927300012437627e+00,8.399999933317303658e-05,5.329579999670386314e-02,9.546251731464606038e+00,1.425679187472237430e+00,1.305888840055919431e+01,1.426243395450682883e+01,1.114693547745138957e+00,2.156866559833680252e+00,3.482944560327680961e+01,1.878599004952679863e+01,2.141979080585379336e+00,4.986728631200760375e+00,3.475864056509457178e+00,4.005759364464360317e+00,3.221224068463055090e+00,4.138138990473533951e+00,2.263818762523335804e-01
6.800000000000000000e+01,9.591353673208079939e-03,4.335446252955315292e-03,8.372367611931449656e-04,1.637306754383662790e-03,2.167723126477657646e-03,2.511710283579435005e-03,4.911920263150988154e-03,4.342973900027573109e+00,0.000000000000000000e+00,4.281041900016134605e+00,3.020002623088657856e-05,6.186680000973865390e-02,1.324728468209046106e+01,2.582795535802123066e+00,1.847750705935231963e+01,1.810909533066216426e+01,1.706621733353134829e+00,7.695360225400549314e-01,4.325820290437417448e+00,1.708516377857665747e+00,1.299652611322920315e+00,2.827091402074248805e+00,3.292793676171168471e+00,2.683693511912471408e+00,2.868899087516850521e+00,4.038357567625588729e+00,2.680432218979050263e-01
6.900000000000000000e+01,1.691065299518847848e-02,7.989476365878591876e-03,1.615315944277737580e-03,2.689988993138657178e-03,3.994738182939295938e-03,4.845947832833212739e-03,8.069966979415971534e-03,3.043118699977640063e+00,0.000000000000000000e+00,3.021918800019193441e+00,5.000000237487256527e-05,2.113730000564828515e-02,6.489107844681216264e+00,1.552356785465701883e+00,1.303184515013576572e+01,1.821543374331437448e+01,2.516261076740099689e+00,2.546056739849603012e+00,3.489867985190396382e+01,1.169484203568719494e+01,4.004614389703145427e+00,2.543461814626226669e+00,2.000541767860211095e+00,3.981797015363990333e+00,4.677375422096964996e+00,1.183682354622014099e+00,1.959602131604325503e-01
7.000000000000000000e+01,9.907792988389845998e-03,4.548685235437142232e-03,8.892939594419038392e-04,1.655189497448521013e-03,2.274342617718571116e-03,2.667881878325711626e-03,4.965568492345562822e-03,2.949404300015885383e+00,0.000000000000000000e+00,2.923523100005695596e+00,3.550000838004052639e-05,2.582870001788251102e-02,1.184919014493692302e+01,2.966130917755751994e+00,1.746088024749664314e+01,1.840492913633557848e+01,1.138882800964272857e+00,2.909419458428704752e-01,1.139517087225780756e+01,1.456283282943211965e+00,2.769433794981955188e+00,3.410864628860337255e+00,4.986469665549966734e+00,3.507505101093277400e+00,3.899006612455987231e+00,3.702060888145623174e+00,2.905617916122147926e-01
7.100000000000000000e+01,1.439887409966974369e-02,7.010807134136242021e-03,1.240008265130216301e-03,2.391148579070324735e-03,3.505403567068121010e-03,3.720024795390648904e-03,7.173445737210974206e-03,5.660835099988617003e+00,0.000000000000000000e+00,5.617838100006338209e+00,7.189999450929462910e-05,4.291139999986626208e-02,1.009412201704486911e+01,1.441449974095854181e+00,1.541627892495261776e+01,1.435067994760705901e+01,1.498118561968871498e+00,9.671343493388975809e-02,3.897316459192333582e+01,8.885844219056956206e+00,3.709902814021238004e+00,3.671437075701873720e+00,4.285017170055269276e+00,3.735736550194693084e+00,2.142007045787333031e+00,3.781429764731736309e+00,2.217313685788558364e-01
7.200000000000000000e+01,1.232401211894438089e-02,7.106952307788597274e-03,1.115501762801148497e-03,1.808010225548878922e-03,3.553476153894298637e-03,3.346505288403445709e-03,5.424030676646636982e-03,5.969659299997147173e+00,0.000000000000000000e+00,5.928638100012904033e+00,6.349998875521123409e-05,4.093909999937750399e-02,8.121938189156484356e+00,1.060503559389825545e+00,1.744223245390137578e+01,1.480204621524824837e+01,1.661299434432896849e+00,7.365355666395518863e-01,7.432902883369277847e-01,1.713554232894837170e+01,2.410349763867152717e+00,3.727892145606330310e+00,2.228294704101319468e+00,3.810078294313050229e+00,3.213115548833338941e+00,4.634614083970694409e+00,2.898170963831405156e-01
