evaluation,objective,C 1s_raw,La 4d_raw,Ni 3p_raw,C 1s_weighted,La 4d_weighted,Ni 3p_weighted,objective_total_seconds,reflectivity_simulation_seconds,rocking_curve_simulation_seconds,scoring_seconds,stack_seconds,carbon_thickness,carbon_roughness,sto_thickness_start,lno_thickness_start,sto_thickness_delta,lno_thickness_delta,thickness_transition_repeat,thickness_transition_width,cap_roughness,sto_roughness_first,sto_roughness_last,lno_roughness_first,lno_roughness_last,substrate_roughness,rc_angle_offset
7.300000000000000000e+01,1.099279192043892475e-02,5.083734961117056077e-03,8.916902446897316883e-04,1.925284568603733738e-03,2.541867480558528038e-03,2.675070734069195065e-03,5.775853705811201215e-03,5.489614399994025007e+00,0.000000000000000000e+00,5.429715400008717552e+00,6.589997792616486549e-05,5.980370001634582877e-02,7.903579406198808499e+00,1.262692414676198860e+00,1.489856774497670600e+01,1.317282501783379267e+01,2.575936842431369111e+00,1.880406173827122163e-01,1.423056525094834775e-02,1.844959072208492756e+01,3.641393102432562756e+00,4.126963243424047079e+00,3.281260400538982935e+00,4.085829446828460831e+00,4.862353599894328582e+00,4.106002611495201293e+00,-2.603356681915081627e-01
7.400000000000000000e+01,1.173202694731236354e-02,5.225246649103988672e-03,1.017467281920519679e-03,2.022333925666270054e-03,2.612623324551994336e-03,3.052401845761559037e-03,6.067001776998809728e-03,4.831410099985077977e+00,0.000000000000000000e+00,4.786773500003619120e+00,8.860000525601208210e-05,4.452709999168291688e-02,7.894939410766965260e+00,1.553045430657565618e+00,1.372700357284533190e+01,1.313441050198646387e+01,2.127140407706273439e+00,2.047163826971566958e-01,1.788058711642183107e+00,9.674431405833342268e+00,1.951862622032824790e+00,3.660450492564689462e+00,3.177833329199610812e+00,2.417625676798476064e+00,3.223368251135839024e+00,4.676765562979438684e+00,1.942705235931772023e-01
7.500000000000000000e+01,1.420444735681226749e-02,8.522543860108327055e-03,1.248191625961219764e-03,2.066200182958148005e-03,4.261271930054163527e-03,3.744574877883659510e-03,6.198600548874444449e-03,6.151216600002953783e+00,0.000000000000000000e+00,6.093214600026840344e+00,8.420000085607171059e-05,5.789389999699778855e-02,8.034681217518627960e+00,1.799037010993108199e+00,1.635568981262238353e+01,1.848177914214508633e+01,8.750583131674853909e-01,2.839530195362920395e+00,3.874631076741634672e+01,1.294643794896919253e+01,3.808717580169238559e+00,2.522694759919822616e+00,2.848736228791625358e+00,3.425942261700027913e+00,3.208249354856733238e+00,4.547145351565742288e+00,1.357665122753694553e-01
7.600000000000000000e+01,1.508274106566564327e-02,8.580709448523888769e-03,1.357123364594176257e-03,2.240338749207056775e-03,4.290354724261944384e-03,4.071370093782528989e-03,6.721016247621169892e-03,6.110704799997620285e+00,0.000000000000000000e+00,6.061441800004104152e+00,7.070001447573304176e-05,4.917070001829415560e-02,5.705031767085531946e+00,1.295266529288029655e+00,1.840428237085549767e+01,1.725678938583643074e+01,1.427961515681873461e+00,2.069089680182855662e-01,5.532626807315382811e-01,1.391358495998396450e+01,4.192746311062648168e+00,4.534198732502202844e+00,2.643923050500353700e+00,3.767721956991765708e+00,2.075304529330118442e+00,2.178045419851899922e+00,-2.981515160625047289e-01
7.700000000000000000e+01,9.691535663202150569e-03,4.356035806458684843e-03,8.570478958866025289e-04,1.647458024104333412e-03,2.178017903229342422e-03,2.571143687659807695e-03,4.942374072313000452e-03,6.352587100001983345e+00,0.000000000000000000e+00,6.307480999996187165e+00,8.269998943433165550e-05,4.499819999909959733e-02,1.229379222988800180e+01,2.450657635197217132e+00,1.847981615177357995e+01,1.559511032996718249e+01,8.757991651574985603e-01,2.905204238325862054e+00,1.263075020180437935e+00,1.014679428719109389e+01,2.613451903257049125e+00,4.821928168582315877e+00,2.033708070298346549e+00,3.758477139641127618e+00,4.280193748390110464e+00,4.135153306897586312e+00,2.320106733851367564e-01
7.800000000000000000e+01,1.085199655523185966e-02,4.967895310985293023e-03,8.911178190247821037e-04,1.898231814221621990e-03,2.483947655492646511e-03,2.673353457074346094e-03,5.694695442664866186e-03,5.118905999988783151e+00,0.000000000000000000e+00,5.081018899974878877e+00,7.460001506842672825e-05,3.779339999891817570e-02,1.155173868375612756e+01,1.432518609908460139e+00,1.318142715055206970e+01,1.320370958983876974e+01,7.460128504226699597e-01,3.292141406238090484e-01,2.814652077635655392e+00,1.725891865931356151e+01,4.115739971786818607e+00,2.207251341848423198e+00,4.514863514071686623e+00,3.811184886690341500e+00,3.030970443430808015e+00,3.493982249811617535e+00,-2.968420020074942767e-01
7.900000000000000000e+01,1.564379857224510936e-02,7.596142598035331497e-03,1.342718005267139495e-03,2.605857752475341637e-03,3.798071299017665749e-03,4.028154015801418270e-03,7.817573257426024477e-03,5.754522500006714836e+00,0.000000000000000000e+00,5.710159799986286089e+00,1.001999771688133478e-04,4.423589998623356223e-02,1.141093819538109955e+01,2.784125054077990491e+00,1.387037346357890222e+01,1.610668779606299239e+01,2.494289805629116064e+00,2.997016128476700292e+00,3.768247090322380899e+01,1.314131001086445849e+01,3.138026736849704346e+00,2.130920496032667533e+00,4.594783381842912462e+00,3.631901933986702691e+00,4.041412651840793124e+00,2.492243082767542361e+00,2.166063542721907709e-02
8.000000000000000000e+01,1.295585863472513422e-02,5.816779107568787431e-03,1.397382002504990320e-03,1.951774357808589702e-03,2.908389553784393716e-03,4.192146007514971177e-03,5.855323073425768889e-03,5.918060900003183633e+00,0.000000000000000000e+00,5.853913599974475801e+00,8.420000085607171059e-05,6.403370000771246850e-02,8.818645821327809387e+00,2.882650879446076786e+00,1.841480199734285605e+01,1.496223248610409229e+01,1.801243677312365232e+00,7.023964244159232317e-02,3.822506470322641547e+01,8.470705890889899337e+00,3.151891484333999127e+00,4.324361858233243261e+00,3.809681103726776819e+00,4.625711301965020894e+00,4.925148209077812922e+00,2.596727198361657774e+00,4.738006271413158776e-02
8.100000000000000000e+01,9.873489826276801370e-03,4.411921242180042585e-03,8.374280477714801099e-04,1.718415020624113358e-03,2.205960621090021292e-03,2.512284143314440221e-03,5.155245061872339857e-03,6.572171400010120124e+00,0.000000000000000000e+00,6.518341499991947785e+00,6.449999636970460415e-05,5.372370002442039549e-02,1.434112010180983710e+01,2.644041038399054244e+00,1.830822104818083673e+01,1.706209794850611061e+01,2.944531472806799499e+00,2.947026801054617451e+00,3.503201640106030190e+00,1.686930632184751033e+01,2.909674224074264348e+00,2.588560056730628833e+00,2.852757110187026601e+00,3.299338448325462192e+00,4.181444400753907331e+00,3.517229635734366422e+00,2.853657595524387580e-01
8.200000000000000000e+01,2.119911465685439186e-02,1.129917987335855162e-02,1.815571650161524860e-03,3.367603256563513753e-03,5.649589936679275809e-03,5.446714950484574796e-03,1.010280976969054126e-02,5.909600599989062175e+00,0.000000000000000000e+00,5.858825500006787479e+00,8.599998545832931995e-05,5.066320000332780182e-02,1.452843097049048637e+01,2.675424388245270180e+00,1.304423714294790315e+01,1.844320795194426310e+01,7.918439537060657507e-01,2.777477050847028561e+00,5.729937723139366668e+00,1.012384747382818873e+01,1.455691804962682578e+00,4.523883431108771447e+00,2.548588247894107539e+00,2.137783446999972803e+00,2.364752130059960322e+00,1.751906051454667379e+00,-2.904355535671286903e-01
8.300000000000000000e+01,1.110468609828417670e-02,5.161026777512940297e-03,9.020171509229569324e-04,1.939373752252945143e-03,2.580513388756470149e-03,2.706051452768870689e-03,5.818121256758835430e-03,5.455813400010811165e+00,0.000000000000000000e+00,5.403828699985751882e+00,8.040000102482736111e-05,5.186380000668577850e-02,1.362020157308020352e+01,1.254946804077641254e+00,1.564357504837571611e+01,1.306848359590877529e+01,2.132593315825009328e-01,2.711498253044874462e-01,3.889337755151682074e+01,9.342400472972229863e+00,3.593652654227147636e+00,3.298429192802009524e+00,2.613665027923220752e+00,2.084698610045194300e+00,2.959083436939453637e+00,2.033435759782233454e+00,-2.619082587792646577e-01
8.400000000000000000e+01,9.854307523385430131e-03,4.491537492836741342e-03,8.736207962504417487e-04,1.662558796071911477e-03,2.245768746418370671e-03,2.620862388751325246e-03,4.987676388215734648e-03,6.316966999991564080e+00,0.000000000000000000e+00,6.259713200008263811e+00,8.680002065375447273e-05,5.714180000359192491e-02,8.918543318197869496e+00,1.845492517681189160e+00,1.769217914028997285e+01,1.815347000925490661e+01,1.280841802957176923e-01,2.825377891974200750e+00,3.359067921829684877e+01,1.141668184807408259e+01,2.006988647861113861e+00,4.575444183519124408e+00,3.221108961345490407e+00,3.647296309473413878e+00,3.105034062591216948e+00,2.687459010228903544e+00,2.965606117137960518e-01
8.500000000000000000e+01,1.094061286675468772e-02,5.107883424290735053e-03,8.900880311057920210e-04,1.905469020430648188e-03,2.553941712145367526e-03,2.670264093317375846e-03,5.716407061291944348e-03,5.281398599996464327e+00,0.000000000000000000e+00,5.232854500005487353e+00,6.469999789260327816e-05,4.845530001330189407e-02,1.214755747198455005e+01,1.609625737565002712e+00,1.341424383189749925e+01,1.499303109941993917e+01,6.197466638057280708e-01,2.719995665425329445e+00,3.411607512804977915e+01,5.096659987537278447e+00,4.604919555190321034e+00,4.956092441311638730e+00,4.154401620293663555e+00,3.933874853553699147e+00,2.409134369488514338e+00,3.339858276459929609e+00,-2.610823454547309130e-01
8.600000000000000000e+01,1.085276759663594132e-02,5.029087188181857043e-03,8.725755497779190449e-04,1.906832451070418662e-03,2.514543594090928522e-03,2.617726649333757243e-03,5.720497353211255985e-03,5.445283500012010336e+00,0.000000000000000000e+00,5.399577099975431338e+00,1.036000030580908060e-04,4.557190000195987523e-02,1.202812680245466836e+01,1.411373146664998579e+00,1.472952716568605602e+01,1.417409545804896709e+01,8.932524071134482213e-01,2.649734481661405017e+00,3.712677721900337957e+01,1.201405684406079288e+01,2.431778043104779741e+00,4.891151482632964509e+00,3.069176148702329243e+00,4.582346347272823195e+00,4.593863256788547567e+00,2.133731101653414619e+00,-2.502096816745557062e-01
8.700000000000000000e+01,1.091999627727685551e-02,5.007359804003903674e-03,8.940367519453745271e-04,1.911402039812926590e-03,2.503679902001951837e-03,2.682110255836123690e-03,5.734206119438779552e-03,5.419020699977409095e+00,0.000000000000000000e+00,5.364564300019992515e+00,8.930001058615744114e-05,5.433610000181943178e-02,1.467714342133015748e+01,1.646414538863521404e+00,1.388340110726404042e+01,1.382741767666612276e+01,1.339828834901004573e+00,7.796383963610822310e-01,5.052853012235340557e+00,1.799904858603478530e+01,3.411700924778527710e+00,3.538070553223541026e+00,2.233509505037591492e+00,3.611244776621313601e+00,2.071111815832054504e+00,4.725092092244579156e+00,-2.838483986296002071e-01
8.800000000000000000e+01,1.634115664377956342e-02,8.748896768267030652e-03,1.388366894258542253e-03,2.600535858956807330e-03,4.374448384133515326e-03,4.165100682775626541e-03,7.801607576870421557e-03,5.543456899991724640e+00,0.000000000000000000e+00,5.481463999982224777e+00,7.680000271648168564e-05,6.188739999197423458e-02,9.458325400814603157e+00,2.360175328351845181e+00,1.303589701521068100e+01,1.696945705920858671e+01,2.197012386838864906e+00,9.529013565225867843e-01,9.309808636060216358e+00,1.500131535717759812e+00,3.032905661275884679e+00,2.174492731835460990e+00,4.296236356659234978e+00,3.275510612565935453e+00,4.527954020598317086e+00,4.188818305611498261e+00,2.966187256158374086e-01
8.900000000000000000e+01,1.129927786260346255e-02,6.801301437865284009e-03,9.388080981566274260e-04,1.694067616400312792e-03,3.400650718932642005e-03,2.816424294469882170e-03,5.082202849200937941e-03,5.806255600007716566e+00,0.000000000000000000e+00,5.754609800002072006e+00,6.800002302043139935e-05,5.154799998854286969e-02,1.305150775199165558e+01,1.131204051602187954e+00,1.828382315599263919e+01,1.561500334444959748e+01,2.390324385203475899e+00,2.019021783182086249e+00,3.879606392808687332e+01,1.146964809029884691e+01,4.395204817611432446e+00,2.328194951415397895e+00,4.962638484207403167e+00,3.847188879056735900e+00,4.986733388085438534e+00,3.112255253348216399e+00,2.926135287166752863e-01
9.000000000000000000e+01,1.361431948236355681e-02,6.774436728086516424e-03,1.160150817618408508e-03,2.248882888488357764e-03,3.387218364043258212e-03,3.480452452855225740e-03,6.746648665465072858e-03,5.624234099988825619e+00,0.000000000000000000e+00,5.572394699993310496e+00,8.509997860528528690e-05,5.172620000666938722e-02,7.689890922747874669e+00,1.598378347281060652e+00,1.609751588879726825e+01,1.304410802881362486e+01,2.752778520941473683e+00,2.044450637138680027e-01,8.080288724567447289e+00,6.262562968725368329e+00,1.043405536637594277e+00,3.569462750739870849e+00,2.552496329452852208e+00,3.694061022921053095e+00,2.350655677440000701e+00,4.802362203238452310e+00,-2.858237582193207671e-01
9.100000000000000000e+01,1.105720885590635860e-02,5.316145533568705263e-03,8.777382584401772223e-04,1.921973771267158210e-03,2.658072766784352631e-03,2.633214775320531775e-03,5.765921313801474629e-03,5.694858399976510555e+00,0.000000000000000000e+00,5.647087099991040304e+00,6.740001845173537731e-05,4.767689999425783753e-02,8.070173416140164591e+00,1.191606603053751323e+00,1.306452817700922431e+01,1.629251078046765855e+01,1.850196581825240161e+00,2.847226833807197988e+00,3.773918249103781619e+01,7.761292447514712478e+00,2.025470449784671167e+00,2.174089263409733519e+00,4.359173096803670155e+00,4.322517325581398673e+00,2.991205607225069230e+00,1.442085009397253703e+00,-2.684807385950283010e-01
9.200000000000000000e+01,1.582591452933159587e-02,7.800329171689013644e-03,1.390382599233798986e-03,2.584867381928563669e-03,3.900164585844506822e-03,4.171147797701397174e-03,7.754602145785691007e-03,6.079758300009416416e+00,0.000000000000000000e+00,6.023291999998036772e+00,9.230000432580709457e-05,5.626449998817406595e-02,1.231737710093403848e+01,2.062692769294600659e+00,1.707589464924672740e+01,1.459727043933468948e+01,1.034442588362781468e+00,5.873944905665160476e-01,3.244797569146709582e-01,1.874422117591142012e+01,3.837107682690918509e+00,4.099698410553647143e+00,2.234606579768151580e+00,2.590042025572066642e+00,3.742313661017502735e+00,4.995640482881366751e+00,-2.918939813914475656e-01
9.300000000000000000e+01,1.321317481308917179e-02,8.188582085407711958e-03,1.167474487873653094e-03,1.872153435588118841e-03,4.094291042703855979e-03,3.502423463620959500e-03,5.616460306764356307e-03,6.337706000020261854e+00,0.000000000000000000e+00,6.286770900012925267e+00,8.769999840296804905e-05,5.081799998879432678e-02,6.621259497804461880e+00,2.710480258731339909e+00,1.847005418402176247e+01,1.468824630769461947e+01,8.761598642471712939e-01,6.544950993589118138e-01,2.202624710406821507e+00,1.788449710223755318e+01,1.459575113355399356e+00,3.519440564760430323e+00,2.950234173992530629e+00,3.078528508920676643e+00,4.453520567997795609e+00,1.798314499310808001e+00,2.891643221301825606e-01
9.400000000000000000e+01,1.288042303119079843e-02,5.857783622943282982e-03,1.113347213385141796e-03,2.203829859854577328e-03,2.928891811471641491e-03,3.340041640155425387e-03,6.611489579563731983e-03,6.051420500007225201e+00,0.000000000000000000e+00,5.986821400001645088e+00,9.859999408945441246e-05,6.447399998432956636e-02,1.113877356081046344e+01,2.361244241405505040e+00,1.412768481509747076e+01,1.559540837065888041e+01,4.105047353043544955e-01,1.092310519258483437e+00,4.896130622644459862e+00,1.868609807352087593e+00,2.716222751051766249e+00,3.752557808552232643e+00,2.754321703853547909e+00,4.341975223762084113e+00,4.941592381482545093e+00,4.282366909664657939e+00,-2.846475753590838598e-01
9.500000000000000000e+01,9.805650639763628315e-03,4.270503891667746729e-03,8.395382721274467948e-04,1.717261292515804639e-03,2.135251945833873365e-03,2.518614816382340384e-03,5.151783877547414132e-03,6.842644799995468929e+00,0.000000000000000000e+00,6.784091400011675432e+00,7.179999374784529209e-05,5.845460001728497446e-02,9.914434897184985829e+00,2.903137270149223514e+00,1.821541117408935762e+01,1.847490484791458698e+01,1.952120983508798702e+00,1.129033991489332811e+00,1.832079583338176931e+01,1.593341471262362496e+01,4.913672759395250722e+00,3.546404171896539559e+00,3.826061811312300165e+00,3.093586729031241767e+00,4.889040647369466086e+00,4.033274622335902393e+00,2.172604497033672755e-01
9.600000000000000000e+01,1.015696430305247124e-02,4.827935931397514015e-03,9.871371038943496309e-04,1.593861675223554823e-03,2.413967965698757007e-03,2.961411311683048893e-03,4.781585025670664901e-03,6.225787400006083772e+00,0.000000000000000000e+00,6.169585499999811873e+00,8.609998621977865696e-05,5.609269998967647552e-02,6.964884413609236269e+00,2.951705289265253995e+00,1.824765195475330160e+01,1.525415035935077768e+01,1.094466389656172822e+00,2.303027383307554743e+00,5.630474367547073200e+00,2.955535749572762327e+00,1.733096692496461699e+00,4.864196382324177392e+00,2.460138384405584411e+00,3.295159229761668307e+00,2.127063399682522782e+00,4.883386400103384872e+00,2.784993506132587560e-01
9.700000000000000000e+01,1.083042371495192106e-02,5.062687225918133770e-03,8.871847513994341643e-04,1.879175282598183859e-03,2.531343612959066885e-03,2.661554254198302601e-03,5.637525847794551577e-03,5.529312800004845485e+00,0.000000000000000000e+00,5.480160100007196888e+00,8.890000754036009312e-05,4.903510000440292060e-02,1.051601892793553006e+01,1.740864775224652217e+00,1.300422011092718577e+01,1.539790780409467708e+01,1.901198390459065024e+00,2.818035800160869631e-01,1.462594996868278230e+01,3.714040841609052901e+00,3.467107386754429754e+00,2.964776248952815330e+00,4.700332229096481740e+00,2.042482696123443464e+00,4.800625617646034016e+00,4.382369284208667892e+00,-2.735065417242951713e-01
9.800000000000000000e+01,2.318152224369234016e-02,1.162334286445953699e-02,2.129159013427940877e-03,3.660791257059583300e-03,5.811671432229768494e-03,6.387477040283822197e-03,1.098237377117874947e-02,6.123603100015316159e+00,0.000000000000000000e+00,6.057075399992754683e+00,9.079999290406703949e-05,6.640710000647231936e-02,1.274604871970091757e+01,1.487270151306514521e+00,1.817135789480116870e+01,1.492794644321123698e+01,2.252048237438942557e+00,8.128391215434507822e-02,3.825773493962603311e+01,8.318792435780061112e+00,1.469703813630256040e+00,3.940999980051453022e+00,3.613252922923178900e+00,3.269118798867048703e+00,2.020036623343048898e+00,2.686775560137660612e+00,-2.825222356479881736e-01
9.900000000000000000e+01,1.119841590028165801e-02,4.906096712421145929e-03,9.669806770659683829e-04,1.948141837624393262e-03,2.453048356210572965e-03,2.900942031197905040e-03,5.844425512873180004e-03,5.603787700005341321e+00,0.000000000000000000e+00,5.555206400022143498e+00,1.510000147391110659e-04,4.840349999722093344e-02,1.075225733928908589e+01,2.758880192409896459e+00,1.316442246791816295e+01,1.483285540289161375e+01,2.751289292798491548e+00,2.458792637873191023e+00,3.693806374613650689e+01,1.405724150876740630e+00,4.824024100192208842e+00,2.883210781047591098e+00,2.278071915183856433e+00,3.369162827565175711e+00,2.463030781471011288e+00,1.631368327384696837e+00,2.470601219995547937e-01
1.000000000000000000e+02,9.634273343230973646e-03,4.247929503733340745e-03,8.411667006789132900e-04,1.662269496442520846e-03,2.123964751866670372e-03,2.523500102036739870e-03,4.986808489327562537e-03,6.527301199996145442e+00,0.000000000000000000e+00,6.483331600000383332e+00,8.349999552592635155e-05,4.386350000277161598e-02,1.169757585104201070e+01,1.996307380476507243e+00,1.600231860812782259e+01,1.846686815918799240e+01,2.573292661897339073e+00,9.964308602324805086e-01,2.605616377141627638e+00,3.636290182072777544e+00,4.360461081341968637e+00,4.272574950545431349e+00,4.335205681171502512e+00,4.116807464926653282e+00,4.623562768709088999e+00,1.357682490806210396e+00,2.921676580539377954e-01
1.010000000000000000e+02,1.114119695606792179e-02,4.967875828168272744e-03,9.450774762789977993e-04,1.940675537715597521e-03,2.483937914084136372e-03,2.835232428836993290e-03,5.822026613146792998e-03,5.066649900021729991e+00,0.000000000000000000e+00,5.017016300000250340e+00,8.880000677891075611e-05,4.951650000293739140e-02,1.194691246842524635e+01,1.941800497542873760e+00,1.305759942031503229e+01,1.318558194260074146e+01,1.093611023392706327e+00,1.746195902346489692e+00,3.867943080426844205e+01,1.265102821860589755e+00,2.971426755996068536e+00,2.676508706837234186e+00,4.040532949435338139e+00,2.119735780798934766e+00,2.345485734115495990e+00,4.656108869803769146e+00,-5.782276185914841937e-02
1.020000000000000000e+02,1.071666678887636323e-02,5.017254703493981456e-03,8.473846999428307630e-04,1.888628445766960288e-03,2.508627351746990728e-03,2.542154099828492289e-03,5.665885337300880648e-03,5.360959599987836555e+00,0.000000000000000000e+00,5.305961599980946630e+00,9.799998952075839043e-05,5.486839998047798872e-02,8.937365495710034580e+00,2.686495919490609285e+00,1.387858276452823780e+01,1.553704492147870475e+01,1.116492214863410659e+00,1.787713771317001737e-02,3.427592389373696591e+01,3.238531987763426212e+00,3.293477442244939102e+00,3.246372196562817614e+00,4.052465420997982903e+00,2.501518216257957228e+00,2.851796686065442898e+00,2.954778278683074966e+00,-2.972412288693294657e-01
1.030000000000000000e+02,1.004529219215536187e-02,4.366670261109028076e-03,9.749615433385745364e-04,1.645690810528374669e-03,2.183335130554514038e-03,2.924884630015723609e-03,4.937072431585124224e-03,6.838310399994952604e+00,0.000000000000000000e+00,6.780616400006692857e+00,7.190002361312508583e-05,5.759430001489818096e-02,6.353333937899503958e+00,1.290120850052511869e+00,1.634930010432888281e+01,1.728112451137796057e+01,2.732452068724597005e+00,7.608555317197871481e-01,1.983271759173244719e+00,1.022161362764294879e+01,1.014299368357479469e+00,3.910397479715912450e+00,3.423307551551036720e+00,3.836456797882511260e+00,2.000819381931342011e+00,4.701015641582939608e+00,2.456469388609829330e-01
1.040000000000000000e+02,1.918825949228402522e-02,7.464506734598674517e-03,2.098275331168265694e-03,3.053726710493297539e-03,3.732253367299337259e-03,6.294825993504797081e-03,9.161180131479892616e-03,5.636744899995392188e+00,0.000000000000000000e+00,5.593287700001383200e+00,9.509999654255807400e-05,4.333830001996830106e-02,1.129119597378790552e+01,2.810058978255895568e+00,1.833555749653485378e+01,1.307635247826049607e+01,1.916415046471323658e+00,2.226358849794440431e+00,3.732216107402378924e+01,3.978525756336766417e+00,3.503709906559781206e+00,2.417677590802895349e+00,4.382368536255139446e+00,3.550728524224606275e+00,3.895424007075827255e+00,2.607430092833436852e+00,2.903480623265072835e-01
1.050000000000000000e+02,1.329889257661929364e-02,6.923042576839023507e-03,1.293231984015873930e-03,1.985891778717386192e-03,3.461521288419511753e-03,3.879695952047622007e-03,5.957675336152159010e-03,6.099112099997000769e+00,0.000000000000000000e+00,6.036546300019836053e+00,1.187000016216188669e-04,6.241849999059922993e-02,8.809530231365521047e+00,2.352629244598980485e+00,1.482655572795774468e+01,1.841179408115712235e+01,2.072494894169539137e+00,8.483281325213345436e-01,3.420135046216234542e+01,1.962307896083227376e+01,1.806597246760593967e+00,4.346011435539629097e+00,2.340441075866523057e+00,2.532011023035032338e+00,4.531161901497755551e+00,4.651616263886551472e+00,2.911156993444048990e-01
1.060000000000000000e+02,1.086821467612384545e-02,4.992237743666440991e-03,1.108837380688875275e-03,1.681861220741333188e-03,2.496118871833220496e-03,3.326512142066626043e-03,5.045583662223999781e-03,6.430257600004551932e+00,0.000000000000000000e+00,6.373671199980890378e+00,1.012999855447560549e-04,5.645460000960156322e-02,1.361460544953891016e+01,1.354059964131803406e+00,1.620654626532972742e+01,1.815476879876396410e+01,2.991419992775571579e+00,2.211196020432677933e+00,2.149030745577180213e+01,1.645234767747761850e+01,1.517666011789898128e+00,2.375366984716862806e+00,3.494793915764356385e+00,2.490239426373136666e+00,2.474871816509313760e+00,3.547351397663657036e+00,2.840781600257927253e-01
1.070000000000000000e+02,1.424297300228544172e-02,8.522210735975640356e-03,1.275635707574438718e-03,2.051653503858101579e-03,4.261105367987820178e-03,3.826907122723315936e-03,6.154960511574304738e-03,6.267723199998727068e+00,0.000000000000000000e+00,6.217218200006755069e+00,8.019999950192868710e-05,5.039679998299106956e-02,6.106189473385772892e+00,2.628323639302810655e+00,1.839702556284967372e+01,1.847128980479332938e+01,2.486988342499265037e-01,4.797773713674261531e-01,3.172192688019484308e+01,1.728192240981432448e+01,3.020494324848244094e+00,2.202277128129253914e+00,3.881433927470254730e+00,3.869492860944865775e+00,3.002286344510007865e+00,3.952189068002175176e+00,-2.665222601679183567e-01
1.080000000000000000e+02,1.144029049881001986e-02,5.533362964590457858e-03,8.999190695904051625e-04,1.991283935914525509e-03,2.766681482295228929e-03,2.699757208771215271e-03,5.973851807743576527e-03,5.706976599991321564e+00,0.000000000000000000e+00,5.657239100022707134e+00,8.709999383427202702e-05,4.962049997993744910e-02,1.400045942125187537e+01,2.760703934524014524e+00,1.717412796392303420e+01,1.303472384088329505e+01,1.238482101098615784e+00,2.229222431890754308e+00,3.752744791899577592e+01,9.315564720737230076e+00,1.041650118157046556e+00,3.942683637546629871e+00,2.709026372362199453e+00,4.909158807908653444e+00,4.686115879945676355e+00,4.308330099107386957e+00,-2.899947593680586300e-01
1.090000000000000000e+02,1.126366532357521086e-02,5.480568922206720608e-03,1.114004157994005284e-03,1.727122796163278089e-03,2.740284461103360304e-03,3.342012473982016070e-03,5.181368388489834484e-03,6.011840399994980544e+00,0.000000000000000000e+00,5.958191999990958720e+00,7.650000043213367462e-05,5.355039998539723456e-02,9.156764190787418656e+00,1.410065508309551241e+00,1.848893173437168258e+01,1.634172298220174468e+01,1.603161195375169878e+00,2.130298051792868463e+00,3.020070290461232787e+01,1.219828363101405166e+01,1.003502768172525705e+00,4.591078136327312542e+00,3.093994446119848973e+00,4.351738297428200397e+00,3.785918068092982480e+00,4.426084366454142938e+00,2.979843620759302092e-01
1.100000000000000000e+02,1.134076063656828948e-02,5.111190436420295566e-03,9.636044680181912172e-04,1.964784004767856484e-03,2.555595218210147783e-03,2.890813404054573543e-03,5.894352014303569018e-03,5.163032500015106052e+00,0.000000000000000000e+00,5.109599599993089214e+00,6.700001540593802929e-05,5.333939997944980860e-02,5.080701464336788042e+00,1.291238547368056100e+00,1.393866476269614196e+01,1.329183713548190582e+01,4.446032421703606241e-01,4.324773156179686495e-01,3.832679436610906265e+01,1.413005012180504849e+01,2.173313009499620918e+00,4.580044198752255546e+00,4.890552944982887951e+00,4.363359159044111202e+00,2.722373658368936855e+00,2.333717557674447107e+00,1.010184521063503538e-01
1.110000000000000000e+02,1.125542988537055027e-02,4.886298230349552657e-03,1.063784859351373175e-03,1.873642064047218066e-03,2.443149115174776329e-03,3.191354578054119741e-03,5.620926192141654197e-03,6.718818399996962398e+00,0.000000000000000000e+00,6.643766399996820837e+00,9.240000508725643158e-05,7.493189998785965145e-02,6.957397191411975435e+00,2.716080469291571209e+00,1.772194137335815256e+01,1.849366809241879750e+01,2.572301410851748571e+00,1.958559075438992103e+00,1.437111994162977080e+00,1.233634360033577515e+01,1.032027523801190227e+00,3.028556742174350447e+00,3.613543545248225186e+00,3.234175853929345479e+00,3.710224211658328386e+00,4.055539530780026602e+00,-2.950564875826615086e-01
1.120000000000000000e+02,1.230952267638400419e-02,5.623832593951367739e-03,1.092465395867008157e-03,2.073403397269098832e-03,2.811916296975683870e-03,3.277396187601024254e-03,6.220210191807296063e-03,5.418538499972783029e+00,0.000000000000000000e+00,5.371476900007110089e+00,1.219999976456165314e-04,4.691309999907389283e-02,5.738658790335700033e+00,2.581269024482689467e+00,1.302598457409485988e+01,1.614246530496718535e+01,2.663841496826226951e+00,1.357167729905027542e+00,3.514040200778443790e+01,4.391276150567680503e+00,4.813132854007267980e+00,4.829522287343885445e+00,2.480899222006677007e+00,2.988131754289710784e+00,2.918085462234523142e+00,2.925097048851173387e+00,2.925218970873742497e-01
