initial_residual_objective,initial_jax_objective,initial_numpy_objective,optimizer_objective,best_jax_objective,best_numpy_objective,success,status,message,nfev,njev,optimality,wall_seconds,reflectivity_weight,carbon_roughness,lno1_roughness,lno2_roughness,top_lno_layer2_thickness,carbon_thickness,carbon_roughness_fraction,top_lno_total_thickness,top_lno_layer1_thickness,lno2_roughness_fraction,sto_thickness_start,lno_thickness_start,sto_thickness_delta,lno_thickness_delta,thickness_transition_repeat,thickness_transition_width,sto_roughness_first,sto_roughness_last,lno_roughness_first,lno_roughness_last,substrate_roughness,reflectivity_angle_offset,rc_angle_offset,reflectivity_raw,reflectivity_weighted,C 1s_raw,C 1s_weighted,Ni 3p_raw,Ni 3p_weighted,La 4d_raw,La 4d_weighted,weight_diagnostic_reflectivity_raw,weight_diagnostic_rc_weighted
0.008329872519904899,0.008329872491744396,0.008329872491744463,0.008325018077652617,0.00832501804940867,0.008325018049408764,True,3,`xtol` termination condition is satisfied.,24,8,0.0007985706635114931,19.35120969999116,0.061052445252516116,2.4171509858321096,0.0,0.0017588839418606294,46.979695148900646,2.640561206701323,0.8638208559628053,48.53073373171467,1.5510385828140256,0.0011340039901970157,13.700335318060766,18.397478395214012,0.0002898373079930785,0.0002876850165692729,18.44719901153789,11.739523595946588,4.999706038988492,2.6237145527010606,4.999705697198561,2.709229546894364,3.963578042387084,0.29943605841551263,0.2974345512593783,0.06815405600013728,0.004160971772685299,0.002660064207800501,0.0013300321039002505,0.0007802882427340394,0.002340864728202118,0.0001643831482070321,0.0004931494446210964,0.0681979148255147,0.004163649461220493
